净值日期,每万份收益,7日年化收益率（%）,申购状态,赎回状态,分红送配
2022-03-14,0.6453,2.3730%,限制大额申购,开放赎回,
2022-03-13*,1.2857,2.3730%,限制大额申购,开放赎回,
2022-03-11,0.6434,2.3810%,限制大额申购,开放赎回,
2022-03-10,0.6391,2.3860%,限制大额申购,开放赎回,
2022-03-09,0.6399,2.3950%,限制大额申购,开放赎回,
2022-03-08,0.6442,2.4000%,限制大额申购,开放赎回,
2022-03-07,0.6452,2.4050%,限制大额申购,开放赎回,
2022-03-06*,1.3015,2.4070%,限制大额申购,开放赎回,
2022-03-04,0.6517,2.4040%,限制大额申购,开放赎回,
2022-03-03,0.6561,2.4410%,限制大额申购,开放赎回,
2022-03-02,0.6492,2.4370%,限制大额申购,开放赎回,
2022-03-01,0.6548,2.4360%,限制大额申购,开放赎回,
2022-02-28,0.649,2.4300%,限制大额申购,开放赎回,
2022-02-27*,1.2947,2.4300%,限制大额申购,开放赎回,
2022-02-25,0.7219,2.4310%,限制大额申购,开放赎回,
2022-02-24,0.6492,2.3920%,限制大额申购,开放赎回,
2022-02-23,0.6459,2.3910%,限制大额申购,开放赎回,
2022-02-22,0.645,2.3930%,限制大额申购,开放赎回,
2022-02-21,0.6484,2.3970%,限制大额申购,开放赎回,
2022-02-20*,1.2963,2.3990%,限制大额申购,开放赎回,
2022-02-18,0.6482,2.4050%,限制大额申购,开放赎回,
2022-02-17,0.6489,2.4080%,限制大额申购,开放赎回,
2022-02-16,0.648,2.4090%,限制大额申购,开放赎回,
2022-02-15,0.6538,2.4090%,限制大额申购,开放赎回,
2022-02-14,0.6521,2.4120%,限制大额申购,开放赎回,
2022-02-13*,1.3073,2.4180%,限制大额申购,开放赎回,
2022-02-11,0.6535,2.4240%,限制大额申购,开放赎回,
2022-02-10,0.6503,2.4270%,限制大额申购,开放赎回,
2022-02-09,0.6491,2.4310%,限制大额申购,开放赎回,
2022-02-08,0.6597,2.4360%,限制大额申购,开放赎回,
2022-02-07,0.6631,2.4360%,限制大额申购,开放赎回,
2022-02-06*,5.9279,2.4330%,限制大额申购,开放赎回,
2022-01-28,0.8171,2.5260%,限制大额申购,开放赎回,
2022-01-27,0.6566,2.4430%,限制大额申购,开放赎回,
2022-01-26,0.6743,2.4490%,限制大额申购,开放赎回,
2022-01-25,0.6584,2.4420%,限制大额申购,开放赎回,
2022-01-24,0.6567,2.4440%,限制大额申购,开放赎回,
2022-01-23*,1.322,2.4880%,限制大额申购,开放赎回,
2022-01-21,0.6614,2.4910%,限制大额申购,开放赎回,
2022-01-20,0.6678,2.5500%,限制大额申购,开放赎回,
2022-01-19,0.661,2.5560%,限制大额申购,开放赎回,
2022-01-18,0.6621,2.5590%,限制大额申购,开放赎回,
2022-01-17,0.7386,2.5610%,限制大额申购,开放赎回,
2022-01-16*,1.3283,2.5380%,限制大额申购,开放赎回,
2022-01-14,0.7715,2.5680%,限制大额申购,开放赎回,
2022-01-13,0.6796,2.5260%,限制大额申购,开放赎回,
2022-01-12,0.667,2.5370%,限制大额申购,开放赎回,
2022-01-11,0.6651,2.5530%,限制大额申购,开放赎回,
2022-01-10,0.6955,2.5780%,限制大额申购,开放赎回,
2022-01-09*,1.385,2.5840%,限制大额申购,开放赎回,
2022-01-07,0.6928,2.5990%,限制大额申购,开放赎回,
2022-01-06,0.6999,2.6190%,限制大额申购,开放赎回,
2022-01-05,0.6958,2.6750%,限制大额申购,开放赎回,
2022-01-04,0.713,2.6950%,限制大额申购,开放赎回,
2022-01-03*,2.1185,2.6980%,限制大额申购,开放赎回,
2021-12-31,0.7315,2.6680%,限制大额申购,开放赎回,
2021-12-30,0.8049,2.8370%,限制大额申购,开放赎回,
2021-12-29,0.7318,2.7750%,限制大额申购,开放赎回,
2021-12-28,0.7191,2.7460%,限制大额申购,开放赎回,
2021-12-27,0.6886,2.7610%,限制大额申购,开放赎回,
2021-12-26*,1.3739,2.7540%,限制大额申购,开放赎回,
2021-12-24,1.0464,2.7500%,限制大额申购,开放赎回,
2021-12-23,0.6888,2.5560%,限制大额申购,开放赎回,
2021-12-22,0.6795,2.5500%,限制大额申购,开放赎回,
2021-12-21,0.7467,2.6060%,限制大额申购,开放赎回,
2021-12-20,0.6755,2.5690%,限制大额申购,开放赎回,
2021-12-19*,1.3657,2.5720%,限制大额申购,开放赎回,
2021-12-17,0.6852,2.5760%,限制大额申购,开放赎回,
2021-12-16,0.677,2.5760%,限制大额申购,开放赎回,
2021-12-15,0.7838,2.5990%,限制大额申购,开放赎回,
2021-12-14,0.6772,2.5420%,限制大额申购,开放赎回,
2021-12-13,0.6816,2.5410%,限制大额申购,开放赎回,
2021-12-12*,1.3723,2.5450%,限制大额申购,开放赎回,
2021-12-10,0.6865,2.5310%,限制大额申购,开放赎回,
2021-12-09,0.7201,2.5240%,限制大额申购,开放赎回,
2021-12-08,0.6759,2.5630%,限制大额申购,开放赎回,
2021-12-07,0.677,2.5640%,限制大额申购,开放赎回,
2021-12-06,0.6873,2.5600%,限制大额申购,开放赎回,
2021-12-05*,1.347,2.5590%,限制大额申购,开放赎回,
2021-12-03,0.6737,2.5980%,限制大额申购,开放赎回,
2021-12-02,0.7927,2.6560%,限制大额申购,开放赎回,
2021-12-01,0.6778,2.6060%,限制大额申购,开放赎回,
2021-11-30,0.6688,2.6140%,限制大额申购,开放赎回,
2021-11-29,0.687,2.6180%,限制大额申购,开放赎回,
2021-11-28*,1.4197,2.6400%,限制大额申购,开放赎回,
2021-11-26,0.7812,2.6080%,限制大额申购,开放赎回,
2021-11-25,0.6996,2.5530%,限制大额申购,开放赎回,
2021-11-24,0.6917,2.5440%,限制大额申购,开放赎回,
2021-11-23,0.6775,2.5330%,限制大额申购,开放赎回,
2021-11-22,0.728,2.5430%,限制大额申购,开放赎回,
2021-11-21*,1.3606,2.5180%,限制大额申购,开放赎回,
2021-11-19,0.6783,2.5140%,限制大额申购,开放赎回,
2021-11-18,0.682,2.5130%,限制大额申购,开放赎回,
2021-11-17,0.6709,2.5100%,限制大额申购,开放赎回,
2021-11-16,0.696,2.5160%,限制大额申购,开放赎回,
2021-11-15,0.6818,2.5020%,限制大额申购,开放赎回,
2021-11-14*,1.3533,2.5030%,限制大额申购,开放赎回,
2021-11-12,0.6767,2.5010%,限制大额申购,开放赎回,
2021-11-11,0.6757,2.5160%,限制大额申购,开放赎回,
2021-11-10,0.6828,2.5130%,限制大额申购,开放赎回,
2021-11-09,0.6696,2.4990%,限制大额申购,开放赎回,
2021-11-08,0.6824,2.5040%,限制大额申购,开放赎回,
2021-11-07*,1.3495,2.5010%,限制大额申购,开放赎回,
2021-11-05,0.7051,2.5040%,限制大额申购,开放赎回,
2021-11-04,0.6703,2.4890%,限制大额申购,开放赎回,
2021-11-03,0.6563,2.4940%,限制大额申购,开放赎回,
2021-11-02,0.6789,2.5080%,限制大额申购,开放赎回,
2021-11-01,0.6774,2.3630%,限制大额申购,开放赎回,
2021-10-31*,1.3547,2.5710%,限制大额申购,开放赎回,
2021-10-29,0.6767,2.5630%,限制大额申购,开放赎回,
2021-10-28,0.6802,2.5600%,限制大额申购,开放赎回,
2021-10-27,0.6831,2.5440%,限制大额申购,开放赎回,
2021-10-26,0.4071,2.5250%,限制大额申购,开放赎回,
2021-10-25,1.0662,2.6530%,限制大额申购,开放赎回,
2021-10-24*,1.3407,2.4270%,限制大额申购,开放赎回,
2021-10-22,0.6704,2.3930%,限制大额申购,开放赎回,
2021-10-21,0.6498,2.3760%,限制大额申购,开放赎回,
2021-10-20,0.649,2.3730%,限制大额申购,开放赎回,
2021-10-19,0.6452,2.4040%,限制大额申购,开放赎回,
2021-10-18,0.6437,2.4130%,限制大额申购,开放赎回,
2021-10-17*,1.2763,2.4370%,限制大额申购,开放赎回,
2021-10-15,0.6386,2.4960%,限制大额申购,开放赎回,
2021-10-14,0.6445,2.5250%,限制大额申购,开放赎回,
2021-10-13,0.7074,2.5460%,限制大额申购,开放赎回,
2021-10-12,0.6626,2.5340%,限制大额申购,开放赎回,
2021-10-11,0.688,2.5460%,限制大额申购,开放赎回,
2021-10-10*,1.3863,2.5440%,限制大额申购,开放赎回,
2021-10-08,0.6938,2.5340%,限制大额申购,开放赎回,
2021-10-07*,4.7901,2.5290%,限制大额申购,开放赎回,
2021-09-30,0.6827,2.4630%,限制大额申购,开放赎回,
2021-09-29,0.6943,2.4470%,限制大额申购,开放赎回,
2021-09-28,0.663,2.4240%,限制大额申购,开放赎回,
2021-09-27,0.6546,2.4130%,限制大额申购,开放赎回,
2021-09-26*,1.3141,2.4110%,限制大额申购,开放赎回,
2021-09-24,0.657,2.4040%,限制大额申购,开放赎回,
2021-09-23,0.6533,2.4040%,限制大额申购,开放赎回,
2021-09-22,0.651,2.4050%,限制大额申购,开放赎回,
2021-09-21*,2.5947,2.4050%,限制大额申购,开放赎回,
2021-09-17,0.657,2.4180%,限制大额申购,开放赎回,
2021-09-16,0.6545,2.4230%,限制大额申购,开放赎回,
2021-09-15,0.6521,2.4220%,限制大额申购,开放赎回,
2021-09-14,0.6532,2.4230%,限制大额申购,开放赎回,
2021-09-13,0.6544,2.4230%,限制大额申购,开放赎回,
2021-09-12*,1.3103,2.4220%,限制大额申购,开放赎回,
2021-09-10,0.6665,2.4220%,限制大额申购,开放赎回,
2021-09-09,0.6534,2.4160%,限制大额申购,开放赎回,
2021-09-08,0.6538,2.4170%,限制大额申购,开放赎回,
2021-09-07,0.6528,2.4200%,限制大额申购,开放赎回,
2021-09-06,0.6537,2.4210%,限制大额申购,开放赎回,
2021-09-05*,1.3097,2.4280%,限制大额申购,开放赎回,
2021-09-03,0.6548,2.4360%,限制大额申购,开放赎回,
2021-09-02,0.6549,2.4400%,限制大额申购,开放赎回,
2021-09-01,0.66,2.4450%,限制大额申购,开放赎回,
2021-08-31,0.654,2.4830%,限制大额申购,开放赎回,
2021-08-30,0.6668,2.4830%,限制大额申购,开放赎回,
2021-08-29*,1.3259,2.4750%,限制大额申购,开放赎回,
2021-08-27,0.6627,2.4630%,限制大额申购,开放赎回,
2021-08-26,0.6626,2.4740%,限制大额申购,开放赎回,
2021-08-25,0.7317,2.4660%,限制大额申购,开放赎回,
2021-08-24,0.6552,2.4480%,限制大额申购,开放赎回,
2021-08-23,0.6514,2.4590%,限制大额申购,开放赎回,
2021-08-22*,1.3022,2.4620%,限制大额申购,开放赎回,
2021-08-20,0.6833,2.4690%,限制大额申购,开放赎回,
2021-08-19,0.6474,2.4550%,限制大额申购,开放赎回,
2021-08-18,0.6994,2.4580%,限制大额申购,开放赎回,
2021-08-17,0.6762,2.4320%,限制大额申购,开放赎回,
2021-08-16,0.6558,2.4150%,限制大额申购,开放赎回,
2021-08-15*,1.3157,2.4170%,限制大额申购,开放赎回,
2021-08-13,0.6577,2.4090%,限制大额申购,开放赎回,
2021-08-12,0.6519,2.4060%,限制大额申购,开放赎回,
2021-08-11,0.6513,2.4060%,限制大额申购,开放赎回,
2021-08-10,0.6445,2.4060%,限制大额申购,开放赎回,
2021-08-09,0.6599,2.4300%,限制大额申购,开放赎回,
2021-08-08*,1.3006,2.4330%,限制大额申购,开放赎回,
2021-08-06,0.6518,2.4440%,限制大额申购,开放赎回,
2021-08-05,0.6513,2.4480%,限制大额申购,开放赎回,
2021-08-04,0.6518,2.4560%,限制大额申购,开放赎回,
2021-08-03,0.6898,2.4580%,限制大额申购,开放赎回,
2021-08-02,0.6656,2.4410%,限制大额申购,开放赎回,
2021-08-01*,1.32,2.4360%,限制大额申购,开放赎回,
2021-07-30,0.6596,2.4260%,限制大额申购,开放赎回,
2021-07-29,0.6668,2.4450%,限制大额申购,开放赎回,
2021-07-28,0.6558,2.4380%,限制大额申购,开放赎回,
2021-07-27,0.6582,2.4360%,限制大额申购,开放赎回,
2021-07-26,0.6547,2.4330%,限制大额申购,开放赎回,
2021-07-25*,1.3029,2.4350%,限制大额申购,开放赎回,
2021-07-23,0.6949,2.4420%,限制大额申购,开放赎回,
2021-07-22,0.6527,2.4230%,限制大额申购,开放赎回,
2021-07-21,0.652,2.4230%,限制大额申购,开放赎回,
2021-07-20,0.6537,2.4240%,限制大额申购,开放赎回,
2021-07-19,0.6582,2.4230%,限制大额申购,开放赎回,
2021-07-18*,1.3155,2.4190%,限制大额申购,开放赎回,
2021-07-16,0.6587,2.4120%,限制大额申购,开放赎回,
2021-07-15,0.6527,2.4230%,限制大额申购,开放赎回,
2021-07-14,0.6552,2.4840%,限制大额申购,开放赎回,
2021-07-13,0.6509,2.4780%,限制大额申购,开放赎回,
2021-07-12,0.6511,2.4730%,限制大额申购,开放赎回,
2021-07-11*,1.3033,2.4720%,限制大额申购,开放赎回,
2021-07-09,0.6779,2.4780%,限制大额申购,开放赎回,
2021-07-08,0.7667,2.4740%,限制大额申购,开放赎回,
2021-07-07,0.6446,2.5560%,限制大额申购,开放赎回,
2021-07-06,0.6423,2.5780%,限制大额申购,开放赎回,
2021-07-05,0.6492,2.6100%,限制大额申购,开放赎回,
2021-07-04*,1.3138,2.6820%,限制大额申购,开放赎回,
2021-07-02,0.6701,2.7190%,限制大额申购,开放赎回,
2021-07-01,0.9211,2.7300%,限制大额申购,开放赎回,
2021-06-30,0.6843,2.6270%,限制大额申购,开放赎回,
2021-06-29,0.7038,2.6120%,限制大额申购,开放赎回,
2021-06-28,0.7822,2.5810%,限制大额申购,开放赎回,
2021-06-27*,1.3835,2.6360%,限制大额申购,开放赎回,
2021-06-25,0.6915,2.5950%,限制大额申购,开放赎回,
2021-06-24,0.7277,2.5740%,限制大额申购,开放赎回,
2021-06-23,0.6564,2.5430%,限制大额申购,开放赎回,
2021-06-22,0.6455,2.5230%,限制大额申购,开放赎回,
2021-06-21,0.8857,2.5240%,限制大额申购,开放赎回,
2021-06-20*,1.3065,2.3970%,限制大额申购,开放赎回,
2021-06-18,0.6528,2.3950%,限制大额申购,开放赎回,
2021-06-17,0.6684,2.3990%,限制大额申购,开放赎回,
2021-06-16,0.6195,2.4110%,限制大额申购,开放赎回,
2021-06-15,0.6476,2.4280%,限制大额申购,开放赎回,
2021-06-14*,1.9504,2.4420%,限制大额申购,开放赎回,
2021-06-11,0.6602,2.4870%,限制大额申购,开放赎回,
2021-06-10,0.6909,2.4970%,限制大额申购,开放赎回,
2021-06-09,0.6526,2.4930%,限制大额申购,开放赎回,
2021-06-08,0.6731,2.5120%,限制大额申购,开放赎回,
2021-06-07,0.6783,2.5220%,限制大额申购,开放赎回,
2021-06-06*,1.3572,2.5300%,限制大额申购,开放赎回,
2021-06-04,0.6789,2.5490%,限制大额申购,开放赎回,
2021-06-03,0.6816,2.5590%,限制大额申购,开放赎回,
2021-06-02,0.6893,2.5890%,限制大额申购,开放赎回,
2021-06-01,0.692,2.5890%,限制大额申购,开放赎回,
2021-05-31,0.6937,2.6040%,限制大额申购,开放赎回,
2021-05-30*,1.3921,2.6050%,限制大额申购,开放赎回,
2021-05-28,0.6968,2.6000%,限制大额申购,开放赎回,
2021-05-27,0.7391,2.5970%,限制大额申购,开放赎回,
2021-05-26,0.6884,2.5710%,限制大额申购,开放赎回,
2021-05-25,0.721,2.5730%,限制大额申购,开放赎回,
2021-05-24,0.695,2.5600%,限制大额申购,开放赎回,
2021-05-23*,1.3822,2.5620%,限制大额申购,开放赎回,
2021-05-21,0.6914,2.5710%,限制大额申购,开放赎回,
2021-05-20,0.6913,2.5760%,限制大额申购,开放赎回,
2021-05-19,0.6906,2.5810%,限制大额申购,开放赎回,
2021-05-18,0.6967,2.5910%,限制大额申购,开放赎回,
2021-05-17,0.7002,2.6040%,限制大额申购,开放赎回,
2021-05-16*,1.3987,2.6070%,限制大额申购,开放赎回,
2021-05-14,0.6999,2.6150%,限制大额申购,开放赎回,
2021-05-13,0.7015,2.6170%,限制大额申购,开放赎回,
2021-05-12,0.7082,2.6360%,限制大额申购,开放赎回,
2021-05-11,0.7218,2.6340%,限制大额申购,开放赎回,
2021-05-10,0.7056,2.6270%,限制大额申购,开放赎回,
2021-05-09*,1.4146,2.6280%,限制大额申购,开放赎回,
2021-05-07,0.7037,2.6290%,限制大额申购,开放赎回,
2021-05-06,0.7354,2.6320%,限制大额申购,开放赎回,
2021-05-05*,3.5388,2.6330%,限制大额申购,开放赎回,
2021-04-30,0.708,2.6370%,限制大额申购,开放赎回,
2021-04-29,0.7384,2.6370%,限制大额申购,开放赎回,
2021-04-28,0.7109,2.6190%,限制大额申购,开放赎回,
2021-04-27,0.7054,2.6490%,限制大额申购,开放赎回,
2021-04-26,0.7124,2.6400%,限制大额申购,开放赎回,
2021-04-25*,1.4167,2.6340%,限制大额申购,开放赎回,
2021-04-23,0.708,2.6270%,限制大额申购,开放赎回,
2021-04-22,0.7055,2.6250%,限制大额申购,开放赎回,
2021-04-21,0.7654,2.6250%,限制大额申购,开放赎回,
2021-04-20,0.6898,2.6790%,限制大额申购,开放赎回,
2021-04-19,0.7,2.6940%,限制大额申购,开放赎回,
2021-04-18*,1.4053,2.7090%,限制大额申购,开放赎回,
2021-04-16,0.7034,2.7240%,限制大额申购,开放赎回,
2021-04-15,0.7046,2.7650%,限制大额申购,开放赎回,
2021-04-14,0.8672,2.7740%,限制大额申购,开放赎回,
2021-04-13,0.7185,2.6970%,限制大额申购,开放赎回,
2021-04-12,0.7273,2.7710%,限制大额申购,开放赎回,
2021-04-11*,1.4334,2.7770%,限制大额申购,开放赎回,
2021-04-09,0.7807,2.8010%,限制大额申购,开放赎回,
2021-04-08,0.7215,2.7790%,限制大额申购,开放赎回,
2021-04-07,0.7232,2.7880%,限制大额申购,开放赎回,
2021-04-06,0.8568,2.7930%,限制大额申购,开放赎回,
2021-04-05*,2.2153,2.7330%,限制大额申购,开放赎回,
2021-04-02,0.7394,2.7640%,限制大额申购,开放赎回,
2021-04-01,0.7389,2.7710%,限制大额申购,开放赎回,
2021-03-31,0.7333,2.7960%,限制大额申购,开放赎回,
2021-03-30,0.7447,2.8060%,限制大额申购,开放赎回,
2021-03-29,0.7688,2.8080%,限制大额申购,开放赎回,
2021-03-28*,1.5045,2.8570%,限制大额申购,开放赎回,
2021-03-26,0.7522,2.8700%,限制大额申购,开放赎回,
2021-03-25,0.7853,2.9020%,限制大额申购,开放赎回,
2021-03-24,0.7521,2.8970%,限制大额申购,开放赎回,
2021-03-23,0.7491,2.8840%,限制大额申购,开放赎回,
2021-03-22,0.8588,2.8940%,限制大额申购,开放赎回,
2021-03-21*,1.5293,2.9340%,限制大额申购,开放赎回,
2021-03-19,0.8118,2.9460%,限制大额申购,开放赎回,
2021-03-18,0.7763,2.9270%,限制大额申购,开放赎回,
2021-03-17,0.7269,2.9240%,限制大额申购,开放赎回,
2021-03-16,0.7691,2.9490%,限制大额申购,开放赎回,
2021-03-15,0.9325,2.9470%,限制大额申购,开放赎回,
2021-03-14*,1.5519,2.8590%,限制大额申购,开放赎回,
2021-03-12,0.7762,2.8480%,限制大额申购,开放赎回,
2021-03-11,0.7713,2.8430%,限制大额申购,开放赎回,
2021-03-10,0.7737,2.8590%,限制大额申购,开放赎回,
2021-03-09,0.7644,2.8880%,限制大额申购,开放赎回,
2021-03-08,0.7684,2.8840%,限制大额申购,开放赎回,
2021-03-07*,1.5322,2.8790%,限制大额申购,开放赎回,
2021-03-05,0.766,2.8800%,限制大额申购,开放赎回,
2021-03-04,0.8014,2.8930%,限制大额申购,开放赎回,
2021-03-03,0.8278,2.8760%,限制大额申购,开放赎回,
2021-03-02,0.7562,2.8410%,限制大额申购,开放赎回,
2021-03-01,0.7595,2.8330%,限制大额申购,开放赎回,
2021-02-28*,1.5343,2.8300%,限制大额申购,开放赎回,
2021-02-26,0.7909,2.8050%,限制大额申购,开放赎回,
2021-02-25,0.7688,2.7840%,限制大额申购,开放赎回,
2021-02-24,0.7633,2.7740%,限制大额申购,开放赎回,
2021-02-23,0.7418,2.7710%,限制大额申购,开放赎回,
2021-02-22,0.7533,2.7800%,限制大额申购,开放赎回,
2021-02-21*,1.4879,2.7830%,限制大额申购,开放赎回,
2021-02-19,0.7518,2.7990%,限制大额申购,开放赎回,
2021-02-18,0.7493,2.8020%,限制大额申购,开放赎回,
2021-02-17*,5.3096,2.8070%,限制大额申购,开放赎回,
2021-02-10,0.7594,2.7130%,限制大额申购,开放赎回,
2021-02-09,0.8233,2.7140%,限制大额申购,开放赎回,
2021-02-08,0.7567,2.6100%,限制大额申购,开放赎回,
2021-02-07*,1.5217,2.6070%,限制大额申购,开放赎回,
2021-02-05,0.6225,2.7050%,限制大额申购,开放赎回,
2021-02-04,0.6506,2.7430%,限制大额申购,开放赎回,
2021-02-03,0.7601,2.9130%,限制大额申购,开放赎回,
2021-02-02,0.6301,2.9140%,限制大额申购,开放赎回,
2021-02-01,0.7511,3.1920%,限制大额申购,开放赎回,
2021-01-31*,1.7044,3.1970%,限制大额申购,开放赎回,
2021-01-29,0.6935,3.0970%,限制大额申购,开放赎回,
2021-01-28,0.9684,3.1320%,限制大额申购,开放赎回,
2021-01-27,0.7622,3.0210%,限制大额申购,开放赎回,
2021-01-26,1.1461,3.0170%,限制大额申购,开放赎回,
2021-01-25,0.761,2.8070%,限制大额申购,开放赎回,
2021-01-24*,1.5183,2.8040%,限制大额申购,开放赎回,
2021-01-22,0.7596,2.8050%,限制大额申购,开放赎回,
2021-01-21,0.7602,2.8060%,限制大额申购,开放赎回,
2021-01-20,0.7564,2.8030%,限制大额申购,开放赎回,
2021-01-19,0.7539,2.8090%,限制大额申购,开放赎回,
2021-01-18,0.7562,2.9680%,限制大额申购,开放赎回,
2021-01-17*,1.52,2.9880%,限制大额申购,开放赎回,
2021-01-15,0.7599,3.0420%,限制大额申购,开放赎回,
2021-01-14,0.7546,3.0680%,限制大额申购,开放赎回,
2021-01-13,0.7676,3.2060%,限制大额申购,开放赎回,
2021-01-12,1.0507,3.2390%,限制大额申购,开放赎回,
2021-01-11,0.7947,3.1150%,限制大额申购,开放赎回,
2021-01-10*,1.6192,3.1230%,限制大额申购,开放赎回,
2021-01-08,0.8096,3.0750%,限制大额申购,开放赎回,
2021-01-07,1.0104,3.0500%,限制大额申购,开放赎回,
2021-01-06,0.8284,2.9180%,限制大额申购,开放赎回,
2021-01-05,0.8215,2.8990%,限制大额申购,开放赎回,
2021-01-04,0.8095,2.9040%,限制大额申购,开放赎回,
2021-01-03*,2.2928,2.9310%,限制大额申购,开放赎回,
2020-12-31,0.7637,3.0610%,限制大额申购,开放赎回,
2020-12-30,0.7942,3.1080%,限制大额申购,开放赎回,
2020-12-29,0.8291,3.1190%,限制大额申购,开放赎回,
2020-12-28,0.8607,3.1150%,限制大额申购,开放赎回,
2020-12-27*,1.6898,3.0750%,限制大额申购,开放赎回,
2020-12-25,0.8455,2.9940%,限制大额申购,开放赎回,
2020-12-24,0.8508,2.9540%,限制大额申购,开放赎回,
2020-12-23,0.8144,2.9170%,限制大额申购,开放赎回,
2020-12-22,0.8214,2.9120%,限制大额申购,开放赎回,
2020-12-21,0.7864,2.9600%,限制大额申购,开放赎回,
2020-12-20*,1.5393,2.9530%,限制大额申购,开放赎回,
2020-12-18,0.7703,2.9800%,限制大额申购,开放赎回,
2020-12-17,0.7826,2.9930%,限制大额申购,开放赎回,
2020-12-16,0.8055,2.9920%,限制大额申购,开放赎回,
2020-12-15,0.9103,3.1290%,限制大额申购,开放赎回,
2020-12-14,0.7732,3.0760%,限制大额申购,开放赎回,
2020-12-13*,1.5899,3.0500%,限制大额申购,开放赎回,
2020-12-11,0.7946,2.9580%,限制大额申购,开放赎回,
2020-12-10,0.7807,2.9170%,限制大额申购,开放赎回,
2020-12-09,1.0607,2.9030%,限制大额申购,开放赎回,
2020-12-08,0.8106,2.7430%,限制大额申购,开放赎回,
2020-12-07,0.7255,2.6930%,限制大额申购,开放赎回,
2020-12-06*,1.4189,2.6760%,限制大额申购,开放赎回,
2020-12-04,0.7177,2.7000%,限制大额申购,开放赎回,
2020-12-03,0.7557,2.7070%,限制大额申购,开放赎回,
2020-12-02,0.7616,2.6820%,限制大额申购,开放赎回,
2020-12-01,0.718,2.6520%,限制大额申购,开放赎回,
2020-11-30,0.6933,2.6860%,限制大额申购,开放赎回,
2020-11-29*,1.4632,2.6890%,限制大额申购,开放赎回,
2020-11-27,0.7315,2.6560%,限制大额申购,开放赎回,
2020-11-26,0.708,2.6400%,限制大额申购,开放赎回,
2020-11-25,0.7066,2.6360%,限制大额申购,开放赎回,
2020-11-24,0.7808,2.6300%,限制大额申购,开放赎回,
2020-11-23,0.6995,2.5870%,限制大额申购,开放赎回,
2020-11-22*,1.4014,2.5880%,限制大额申购,开放赎回,
2020-11-20,0.7007,2.5750%,限制大额申购,开放赎回,
2020-11-19,0.7003,2.5570%,限制大额申购,开放赎回,
2020-11-18,0.6967,2.5500%,限制大额申购,开放赎回,
2020-11-17,0.6991,2.5490%,限制大额申购,开放赎回,
2020-11-16,0.7029,2.5410%,限制大额申购,开放赎回,
2020-11-15*,1.3755,2.5280%,限制大额申购,开放赎回,
2020-11-13,0.6676,2.5270%,限制大额申购,开放赎回,
2020-11-12,0.6871,2.5380%,限制大额申购,开放赎回,
2020-11-11,0.6949,2.5580%,限制大额申购,开放赎回,
2020-11-10,0.6853,2.5490%,限制大额申购,开放赎回,
2020-11-09,0.6775,2.5480%,限制大额申购,开放赎回,
2020-11-08*,1.3746,2.5450%,限制大额申购,开放赎回,
2020-11-06,0.6873,2.4920%,限制大额申购,开放赎回,
2020-11-05,0.7253,2.4540%,限制大额申购,开放赎回,
2020-11-04,0.6782,2.4340%,限制大额申购,开放赎回,
2020-11-03,0.6831,2.4270%,限制大额申购,开放赎回,
2020-11-02,0.671,2.4150%,限制大额申购,开放赎回,
2020-11-01*,1.2754,2.4070%,限制大额申购,开放赎回,
2020-10-30,0.6159,2.4250%,限制大额申购,开放赎回,
2020-10-29,0.688,2.4450%,限制大额申购,开放赎回,
2020-10-28,0.6661,2.4250%,限制大额申购,开放赎回,
2020-10-27,0.6609,2.4170%,限制大额申购,开放赎回,
2020-10-26,0.6554,2.4130%,限制大额申购,开放赎回,
2020-10-25*,1.3086,2.4110%,限制大额申购,开放赎回,
2020-10-23,0.6536,2.4130%,限制大额申购,开放赎回,
2020-10-22,0.6508,2.4150%,限制大额申购,开放赎回,
2020-10-21,0.651,2.4220%,限制大额申购,开放赎回,
2020-10-20,0.6535,2.4310%,限制大额申购,开放赎回,
2020-10-19,0.6523,2.4460%,限制大额申购,开放赎回,
2020-10-18*,1.3123,2.4710%,限制大额申购,开放赎回,
2020-10-16,0.6562,2.4970%,限制大额申购,开放赎回,
2020-10-15,0.6645,2.5140%,限制大额申购,开放赎回,
2020-10-14,0.667,2.5000%,限制大额申购,开放赎回,
2020-10-13,0.6819,2.4840%,限制大额申购,开放赎回,
2020-10-12,0.6988,2.4600%,限制大额申购,开放赎回,
2020-10-11*,1.3613,2.4270%,限制大额申购,开放赎回,
2020-10-09,0.689,2.3810%,限制大额申购,开放赎回,
2020-10-08*,5.0971,2.3530%,限制大额申购,开放赎回,
2020-09-30,0.581,2.3980%,限制大额申购,开放赎回,
2020-09-29,0.6983,2.4120%,限制大额申购,开放赎回,
2020-09-28,0.71,2.3790%,限制大额申购,开放赎回,
2020-09-27*,1.3479,2.3430%,限制大额申购,开放赎回,
2020-09-25,0.6736,2.3060%,限制大额申购,开放赎回,
2020-09-24,0.5344,2.2900%,限制大额申购,开放赎回,
2020-09-23,0.6075,2.3470%,限制大额申购,开放赎回,
2020-09-22,0.6355,2.4340%,限制大额申购,开放赎回,
2020-09-21,0.6425,2.4360%,限制大额申购,开放赎回,
2020-09-20*,1.2783,2.4350%,限制大额申购,开放赎回,
2020-09-18,0.6443,2.4310%,限制大额申购,开放赎回,
2020-09-17,0.6405,2.4260%,限制大额申购,开放赎回,
