净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,high,low,previous_close,tr,atr,up_move,down_move,+dm,-dm,+di,-di,dx,adx,moving_average,deviation,recent_high,recent_low,historical_high,historical_low
2016-08-29,0.806,0.806,-0.25%,开放申购,开放赎回,,0.808,0.806,0.808,0.0020000000000000018,0.004857142857142861,-0.0020000000000000018,0.0020000000000000018,0.0,0.0020000000000000018,52.58379662540085,46.18776319955041,6.47558207766068,15.15198434495179,0.79525,0.013517761710154086,0.812,0.777,1.095,0.701
2016-08-30,0.805,0.805,-0.12%,开放申购,开放赎回,,0.806,0.805,0.806,0.0010000000000000009,0.004642857142857147,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,51.081402429183996,46.4065743575132,4.795286788953756,14.412220230132485,0.7966,0.010544815465729444,0.812,0.777,1.095,0.701
2016-08-31,0.804,0.804,-0.12%,开放申购,开放赎回,,0.805,0.804,0.805,0.0010000000000000009,0.004142857142857147,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,53.15737074782144,50.016693755486955,3.0440566701079947,13.600208543526202,0.79795,0.007581928692273952,0.812,0.78,1.095,0.701
2016-09-01,0.799,0.799,-0.62%,开放申购,开放赎回,,0.804,0.799,0.804,0.0050000000000000044,0.004285714285714289,-0.0050000000000000044,0.0050000000000000044,0.0,0.0050000000000000044,47.71506849901886,53.22927035459677,5.462616247924834,13.018951948492383,0.7988000000000001,0.0002503755633449899,0.812,0.78,1.095,0.701
2016-09-02,0.794,0.794,-0.63%,开放申购,开放赎回,,0.799,0.794,0.799,0.0050000000000000044,0.0037142857142857177,-0.0050000000000000044,0.0050000000000000044,0.0,0.0050000000000000044,51.12328767197538,66.64674571696732,13.181161283808734,13.030538329632513,0.7995,-0.006879299562226328,0.812,0.78,1.095,0.701
2016-09-05,0.797,0.797,0.38%,开放申购,开放赎回,,0.797,0.794,0.794,0.0030000000000000027,0.003642857142857146,0.0030000000000000027,-0.0030000000000000027,0.0030000000000000027,0.0,54.28479337293236,63.09972002819675,7.509446007704451,12.636174590894768,0.8,-0.0037500000000000033,0.812,0.78,1.095,0.701
2016-09-06,0.805,0.805,1.00%,开放申购,开放赎回,,0.805,0.797,0.797,0.008000000000000007,0.0040000000000000036,0.008000000000000007,-0.008000000000000007,0.008000000000000007,0.0,60.19236991901108,53.36111527395671,6.015891659728129,12.163297237046109,0.8006500000000001,0.005433085617935383,0.812,0.78,1.095,0.701
2016-09-07,0.805,0.805,0.00%,开放申购,开放赎回,,0.805,0.805,0.805,0.0,0.003928571428571432,0.0,0.0,0.0,0.0,56.90914973666854,50.45050898190527,6.01589165972813,11.724196837267288,0.8015000000000001,0.00436681222707417,0.812,0.78,1.095,0.701
2016-09-08,0.807,0.807,0.25%,开放申购,开放赎回,,0.807,0.805,0.805,0.0020000000000000018,0.003571428571428575,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,62.128631516245825,51.53159131307651,9.323437821411225,11.55271404991311,0.80285,0.0051690851342095015,0.812,0.783,1.095,0.701
2016-09-09,0.805,0.805,-0.25%,开放申购,开放赎回,,0.807,0.805,0.807,0.0020000000000000018,0.0030714285714285743,-0.0020000000000000018,0.0020000000000000018,0.0,0.0020000000000000018,67.08240943942857,60.291585305178074,5.33140547869803,11.108334865034136,0.80395,0.001306051371353934,0.812,0.794,1.095,0.701
2016-09-12,0.789,0.789,-1.99%,开放申购,开放赎回,,0.805,0.789,0.805,0.016000000000000014,0.003928571428571432,-0.016000000000000014,0.016000000000000014,0.0,0.016000000000000014,48.70008684939394,72.86103403051665,19.875554787777208,11.73456486111322,0.8036000000000001,-0.018168242906918933,0.812,0.789,1.095,0.701
2016-09-13,0.791,0.791,0.25%,开放申购,开放赎回,,0.791,0.789,0.789,0.0020000000000000018,0.003785714285714289,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,50.70156616902782,70.20975650735312,16.134295702428926,12.04883135052302,0.8031500000000001,-0.015127933760816913,0.812,0.789,1.095,0.701
2016-09-14,0.786,0.786,-0.63%,开放申购,开放赎回,,0.791,0.786,0.791,0.0050000000000000044,0.0040000000000000036,-0.0050000000000000044,0.0050000000000000044,0.0,0.0050000000000000044,44.55788149026264,70.63076815831852,22.634944282791174,12.804982275919597,0.8023,-0.020316589804312578,0.812,0.786,1.095,0.701
2016-09-19,0.797,0.797,1.40%,开放申购,开放赎回,,0.797,0.786,0.786,0.01100000000000001,0.004500000000000004,0.01100000000000001,-0.01100000000000001,0.01100000000000001,0.0,54.23825139937662,58.298411809969906,3.6078556932511523,12.148044661530138,0.80195,-0.0061724546418105986,0.812,0.786,1.095,0.701
2016-09-20,0.799,0.799,0.25%,开放申购,开放赎回,,0.799,0.797,0.797,0.0020000000000000018,0.004500000000000004,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,53.53869375926852,54.134239535030915,0.5531062984367736,11.319834776881349,0.80135,-0.002932551319648048,0.812,0.786,1.095,0.701
2016-09-21,0.797,0.797,-0.25%,开放申购,开放赎回,,0.799,0.797,0.799,0.0020000000000000018,0.004571428571428575,-0.0020000000000000018,0.0020000000000000018,0.0,0.0020000000000000018,48.93771226198239,52.60707832456406,3.613544369323675,10.769385461086445,0.8011000000000001,-0.00511796280114855,0.812,0.786,1.095,0.701
2016-09-22,0.797,0.797,0.00%,开放申购,开放赎回,,0.797,0.797,0.797,0.0,0.004500000000000004,0.0,0.0,0.0,0.0,46.163465533055096,49.62481764635653,3.6135443693236664,10.25825395369614,0.8006500000000001,-0.00455879597826771,0.812,0.786,1.095,0.701
2016-09-23,0.796,0.796,-0.13%,开放申购,开放赎回,,0.797,0.796,0.797,0.0010000000000000009,0.004214285714285718,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,45.77224972155854,50.89918359738154,5.303463184318505,9.904340326774628,0.79995,-0.004937808613038326,0.812,0.786,1.095,0.701
2016-09-26,0.789,0.789,-0.88%,开放申购,开放赎回,,0.796,0.789,0.796,0.007000000000000006,0.004357142857142861,-0.007000000000000006,0.007000000000000006,0.0,0.007000000000000006,41.10926877644753,57.18931360958715,16.35836900474378,10.365342375850998,0.7988000000000001,-0.012268402603905897,0.808,0.786,1.095,0.701
2016-09-27,0.789,0.789,0.00%,开放申购,开放赎回,,0.789,0.789,0.789,0.0,0.004142857142857147,0.0,0.0,0.0,0.0,40.14735238738859,55.851140013281054,16.358369004743793,10.793415707046659,0.7978500000000001,-0.011092310584696402,0.807,0.786,1.095,0.701
2016-09-28,0.788,0.788,-0.13%,开放申购,开放赎回,,0.789,0.788,0.789,0.0010000000000000009,0.003642857142857146,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,42.39650378023516,60.94083973280328,17.945435137132513,11.30427423838815,0.79695,-0.011230315578141681,0.807,0.786,1.095,0.701
2016-09-29,0.79,0.79,0.25%,开放申购,开放赎回,,0.79,0.788,0.788,0.0020000000000000018,0.003785714285714289,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,41.65617521098521,54.452529301354915,13.314459033964695,11.447858866805712,0.7962,-0.007786988193921104,0.807,0.786,1.095,0.701
2016-09-30,0.792,0.792,0.25%,开放申购,开放赎回,,0.792,0.79,0.79,0.0020000000000000018,0.003785714285714289,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,42.4543190304431,50.56306292124201,8.71745013744929,11.25282967164724,0.7956000000000001,-0.004524886877828114,0.807,0.786,1.095,0.701
2016-10-10,0.806,0.806,1.77%,开放申购,开放赎回,,0.806,0.792,0.792,0.014000000000000012,0.004642857142857147,0.014000000000000012,-0.014000000000000012,0.014000000000000012,0.0,53.68244595380155,38.28346192506753,16.744230969824667,11.645072621898862,0.79595,0.012626421257616687,0.807,0.786,1.095,0.701
2016-10-11,0.808,0.808,0.25%,开放申购,开放赎回,,0.808,0.806,0.806,0.0020000000000000018,0.003642857142857146,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,67.45331488899375,45.307458439614976,19.63968124344187,12.216116095382366,0.7966500000000001,0.014247159982426373,0.808,0.786,1.095,0.701
2016-10-12,0.804,0.804,-0.50%,开放申购,开放赎回,,0.808,0.804,0.808,0.0040000000000000036,0.003785714285714289,-0.0040000000000000036,0.0040000000000000036,0.0,0.0040000000000000036,60.2716277228838,48.03078833752419,11.302461967729341,12.15085508620952,0.797,0.008782936010037648,0.808,0.786,1.095,0.701
2016-10-13,0.805,0.805,0.12%,开放申购,开放赎回,,0.805,0.804,0.804,0.0010000000000000009,0.003500000000000003,0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009,0.0,62.576022595585144,48.240835515818056,12.935926287818097,12.206931600653835,0.797,0.01003764115432874,0.808,0.786,1.095,0.701
2016-10-14,0.805,0.805,0.00%,开放申购,开放赎回,,0.805,0.805,0.805,0.0,0.002714285714285717,0.0,0.0,0.0,0.0,74.92655336955163,57.76205305069541,12.935926287818091,12.25900264977468,0.797,0.01003764115432874,0.808,0.786,1.095,0.701
2016-10-17,0.794,0.794,-1.37%,开放申购,开放赎回,,0.805,0.794,0.805,0.01100000000000001,0.00335714285714286,-0.01100000000000001,0.01100000000000001,0.0,0.01100000000000001,56.25185009708291,66.76968724952553,8.54959007934442,11.994044608851611,0.7963500000000001,-0.002950963772210804,0.808,0.786,1.095,0.701
2016-10-18,0.804,0.804,1.26%,开放申购,开放赎回,,0.804,0.794,0.794,0.010000000000000009,0.003928571428571432,0.010000000000000009,-0.010000000000000009,0.010000000000000009,0.0,62.81802650886823,52.98218040099512,8.493807023617101,11.74402763832171,0.7963000000000001,0.009669722466407042,0.808,0.786,1.095,0.701
2016-10-19,0.806,0.806,0.25%,开放申购,开放赎回,,0.806,0.804,0.804,0.0020000000000000018,0.004071428571428575,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,59.79309392695027,47.471502488863706,11.487099984343015,11.725675663026884,0.79715,0.0111020510568902,0.808,0.786,1.095,0.701
2016-10-20,0.809,0.809,0.37%,开放申购,开放赎回,,0.809,0.806,0.806,0.0030000000000000027,0.004214285714285718,0.0030000000000000027,-0.0030000000000000027,0.0030000000000000027,0.0,58.7247973365873,42.58642051299291,15.929506293721118,12.0259492796666,0.79805,0.013720944802957227,0.809,0.786,1.095,0.701
2016-10-21,0.801,0.801,-0.99%,开放申购,开放赎回,,0.809,0.801,0.809,0.008000000000000007,0.004285714285714289,-0.008000000000000007,0.008000000000000007,0.0,0.008000000000000007,53.6213328054156,52.218791113099364,1.3251512190178782,11.261606560666964,0.7988000000000001,0.0027541311967951673,0.809,0.788,1.095,0.701
2016-10-24,0.803,0.803,0.25%,开放申购,开放赎回,,0.803,0.801,0.801,0.0020000000000000018,0.004428571428571433,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,51.410875101561714,46.92472012408119,4.562086564063094,10.783069417830399,0.7991,0.004880490551870873,0.809,0.788,1.095,0.701
2016-10-25,0.802,0.802,-0.12%,开放申购,开放赎回,,0.803,0.802,0.803,0.0010000000000000009,0.004428571428571433,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,47.738669736603924,45.18585762647356,2.7471886944939063,10.209077937344814,0.79925,0.003440725680325343,0.809,0.788,1.095,0.701
2016-10-26,0.799,0.799,-0.37%,开放申购,开放赎回,,0.802,0.799,0.802,0.0030000000000000027,0.004500000000000004,-0.0030000000000000027,0.0030000000000000027,0.0,0.0030000000000000027,43.62513356834835,46.054196425324164,2.7086095058328357,9.67333019202251,0.7993500000000001,-0.0004378557578033057,0.809,0.788,1.095,0.701
2016-10-27,0.802,0.802,0.38%,开放申购,开放赎回,,0.802,0.799,0.799,0.0030000000000000027,0.004571428571428575,0.0030000000000000027,-0.0030000000000000027,0.0030000000000000027,0.0,44.56359865253165,42.09641391959668,2.8469701996425427,9.185733049528542,0.7996000000000001,0.0030015007503751343,0.809,0.788,1.095,0.701
2016-10-28,0.794,0.794,-1.00%,开放申购,开放赎回,,0.802,0.794,0.802,0.008000000000000007,0.004142857142857147,-0.008000000000000007,0.008000000000000007,0.0,0.008000000000000007,45.66122423467706,56.92637485485709,10.981006203633132,9.313966846294527,0.7995000000000001,-0.006879299562226466,0.809,0.788,1.095,0.701
2016-10-31,0.784,0.784,-1.26%,开放申购,开放赎回,,0.794,0.784,0.794,0.010000000000000009,0.004714285714285719,-0.010000000000000009,0.010000000000000009,0.0,0.010000000000000009,37.26034964572073,61.604422772485194,24.62360710626742,10.407512579499965,0.79925,-0.019080387863622126,0.809,0.784,1.095,0.701
2016-11-01,0.788,0.788,0.51%,开放申购,开放赎回,,0.788,0.784,0.784,0.0040000000000000036,0.004714285714285719,0.0040000000000000036,-0.0040000000000000036,0.0040000000000000036,0.0,40.65950216056208,57.204106859701135,16.90577822008731,10.87167441110853,0.7992000000000001,-0.014014014014014135,0.809,0.784,1.095,0.701
2016-11-02,0.789,0.789,0.13%,开放申购,开放赎回,,0.789,0.788,0.788,0.0010000000000000009,0.004714285714285719,0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009,0.0,39.27040352125181,53.11809922646553,14.988548675831703,11.165736858669963,0.79925,-0.012824522990303386,0.809,0.784,1.095,0.701
2016-11-03,0.791,0.791,0.25%,开放申购,开放赎回,,0.791,0.789,0.789,0.0020000000000000018,0.004857142857142861,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,38.33404014837497,47.87324489074463,11.065427635310533,11.158571914142453,0.7993,-0.010384086075315869,0.809,0.784,1.095,0.701
2016-11-04,0.791,0.791,0.00%,开放申购,开放赎回,,0.791,0.791,0.791,0.0,0.004071428571428575,0.0,0.0,0.0,0.0,42.46527755757336,53.03251689616991,11.065427635310526,11.151918751367159,0.79925,-0.01032217704097589,0.809,0.784,1.095,0.701
2016-11-07,0.793,0.793,0.25%,开放申购,开放赎回,,0.793,0.791,0.791,0.0020000000000000018,0.003500000000000003,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,49.95156074371952,57.28439507263131,6.838036993366098,10.84378434001324,0.7986000000000001,-0.007012271475081454,0.809,0.784,1.095,0.701
2016-11-08,0.795,0.795,0.25%,开放申购,开放赎回,,0.795,0.793,0.793,0.0020000000000000018,0.003500000000000003,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,50.465224772266716,53.19265256714568,2.631182371165487,10.257169913546534,0.7979499999999999,-0.0036969734945797323,0.809,0.784,1.095,0.701
2016-11-09,0.788,0.788,-0.88%,开放申购,开放赎回,,0.795,0.788,0.795,0.007000000000000006,0.003785714285714289,-0.007000000000000006,0.007000000000000006,0.0,0.007000000000000006,43.3239193797397,58.87293758188375,15.21477143664306,10.611284308120936,0.79715,-0.011478391770683048,0.809,0.784,1.095,0.701
2016-11-10,0.796,0.796,1.02%,开放申购,开放赎回,,0.796,0.788,0.788,0.008000000000000007,0.003785714285714289,0.008000000000000007,-0.008000000000000007,0.008000000000000007,0.0,55.32369333315251,54.66772775434256,0.5963788560274648,9.89593391855905,0.7967000000000001,-0.0008786243253420784,0.809,0.784,1.095,0.701
2016-11-11,0.797,0.797,0.13%,开放申购,开放赎回,,0.797,0.796,0.796,0.0010000000000000009,0.0037142857142857177,0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009,0.0,54.28300097040224,51.73909948155667,2.3994068010360454,9.360467695790815,0.7963,0.0008790656787643275,0.809,0.784,1.095,0.701
2016-11-14,0.795,0.795,-0.25%,开放申购,开放赎回,,0.797,0.795,0.797,0.0020000000000000018,0.003785714285714289,-0.0020000000000000018,0.0020000000000000018,0.0,0.0020000000000000018,49.45459387579414,50.9105542446607,1.4506632990957866,8.795481667369216,0.79635,-0.0016952345074401486,0.809,0.784,1.095,0.701
2016-11-15,0.803,0.803,1.01%,开放申购,开放赎回,,0.803,0.795,0.795,0.008000000000000007,0.004142857142857147,0.008000000000000007,-0.008000000000000007,0.008000000000000007,0.0,55.75642263651849,43.19873383551195,12.690282395294833,9.073681719403334,0.7963000000000001,0.008413914353886635,0.809,0.784,1.095,0.701
2016-11-16,0.811,0.811,1.00%,开放申购,开放赎回,,0.811,0.803,0.803,0.008000000000000007,0.004500000000000004,0.008000000000000007,-0.008000000000000007,0.008000000000000007,0.0,60.36320030420232,36.92952983203987,24.085736353936742,10.14597133629685,0.7965500000000001,0.018140731906346068,0.811,0.784,1.095,0.701
2016-11-17,0.811,0.811,0.00%,开放申购,开放赎回,,0.811,0.811,0.811,0.0,0.003928571428571432,0.0,0.0,0.0,0.0,64.20449486880133,39.27959082122066,24.08573635393674,11.141668837678528,0.7966500000000001,0.01801292914077697,0.811,0.784,1.095,0.701
2016-11-18,0.812,0.812,0.12%,开放申购,开放赎回,,0.812,0.811,0.811,0.0010000000000000009,0.0032857142857142885,0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009,0.0,73.45685377501127,43.61010471597189,25.495451016896673,12.16693899345332,0.7972,0.01856497742097345,0.812,0.784,1.095,0.701
2016-11-21,0.811,0.811,-0.12%,开放申购,开放赎回,,0.812,0.811,0.812,0.0010000000000000009,0.0030714285714285743,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,72.96876836765874,45.645917973635484,23.034964081434445,12.94322649981949,0.7976,0.01680040120361093,0.812,0.784,1.095,0.701
2016-11-22,0.813,0.813,0.25%,开放申购,开放赎回,,0.813,0.811,0.811,0.0019999999999998908,0.0031428571428571378,0.0019999999999998908,-0.0019999999999998908,0.0019999999999998908,0.0,70.76224272322969,41.42218855064001,26.15340991564455,13.88681102961361,0.79815,0.01860552527720343,0.813,0.784,1.095,0.701
2016-11-23,0.804,0.804,-1.11%,开放申购,开放赎回,,0.813,0.804,0.813,0.008999999999999897,0.0036428571428571304,-0.008999999999999897,0.008999999999999897,0.0,0.008999999999999897,56.689079604463885,50.83122108027032,5.4481418735701785,13.28404894698431,0.7984000000000001,0.0070140280561121465,0.813,0.784,1.095,0.701
2016-11-24,0.799,0.799,-0.62%,开放申购,开放赎回,,0.804,0.799,0.804,0.0050000000000000044,0.003999999999999988,-0.0050000000000000044,0.0050000000000000044,0.0,0.0050000000000000044,47.93987216539938,51.91466782697831,3.9805858220190524,12.619515866573582,0.79825,0.0009395552771688424,0.813,0.784,1.095,0.701
2016-11-25,0.793,0.793,-0.75%,开放申购,开放赎回,,0.799,0.793,0.799,0.006000000000000005,0.004285714285714274,-0.006000000000000005,0.006000000000000005,0.0,0.006000000000000005,41.54788920992406,54.99271211689608,13.9265995054838,12.712878983645911,0.7982,-0.006514657980456004,0.813,0.784,1.095,0.701
2016-11-28,0.794,0.794,0.13%,开放申购,开放赎回,,0.794,0.793,0.793,0.0010000000000000009,0.0042142857142857025,0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009,0.0,40.928999496020104,51.93016398437516,11.847150109937896,12.651041206947983,0.7987,-0.005884562413922533,0.813,0.788,1.095,0.701
2016-11-29,0.788,0.788,-0.76%,开放申购,开放赎回,,0.794,0.788,0.794,0.006000000000000005,0.00414285714285713,-0.006000000000000005,0.006000000000000005,0.0,0.006000000000000005,38.66076676525816,59.39708839426541,21.14702753315658,13.257897373146733,0.7987,-0.013396769750845038,0.813,0.788,1.095,0.701
2016-11-30,0.788,0.788,0.00%,开放申购,开放赎回,,0.788,0.788,0.788,0.0,0.0035714285714285587,0.0,0.0,0.0,0.0,41.64316877279261,63.979149498856536,21.147027533156585,13.82140667032564,0.7986500000000001,-0.013335002817254176,0.813,0.788,1.095,0.701
2016-12-01,0.785,0.785,-0.38%,开放申购,开放赎回,,0.788,0.785,0.788,0.0030000000000000027,0.0037142857142857017,-0.0030000000000000027,0.0030000000000000027,0.0,0.0030000000000000027,37.18140068993438,62.89347139323822,25.692833943304414,14.669365761302085,0.79835,-0.016721989102523923,0.813,0.785,1.095,0.701
2016-12-02,0.775,0.775,-1.27%,开放申购,开放赎回,,0.785,0.775,0.785,0.010000000000000009,0.004285714285714274,-0.010000000000000009,0.010000000000000009,0.0,0.010000000000000009,29.92217484090306,67.28093650242225,38.43370972927661,16.366818901963505,0.79755,-0.028274089398783724,0.813,0.775,1.095,0.701
2016-12-05,0.775,0.775,0.00%,开放申购,开放赎回,,0.775,0.775,0.775,0.0,0.0037142857142857017,0.0,0.0,0.0,0.0,32.05947304378085,72.08671768106807,38.4337097292766,17.943025389707884,0.7966500000000001,-0.027176300759430182,0.813,0.775,1.095,0.701
2016-12-06,0.78,0.78,0.65%,开放申购,开放赎回,,0.78,0.775,0.775,0.0050000000000000044,0.003499999999999987,0.0050000000000000044,-0.0050000000000000044,0.0050000000000000044,0.0,41.79621541936445,71.03589089262402,25.914322110064912,18.512403726902797,0.7959,-0.01997738409347911,0.813,0.775,1.095,0.701
2016-12-07,0.783,0.783,0.38%,开放申购,开放赎回,,0.783,0.78,0.78,0.0030000000000000027,0.0037142857142857017,0.0030000000000000027,-0.0030000000000000027,0.0030000000000000027,0.0,42.34091926122004,62.156404530972644,18.962672488300687,18.54456578128975,0.79565,-0.015898950543580644,0.813,0.775,1.095,0.701
2016-12-08,0.779,0.779,-0.51%,开放申购,开放赎回,,0.783,0.779,0.783,0.0040000000000000036,0.003928571428571416,-0.0040000000000000036,0.0040000000000000036,0.0,0.0040000000000000036,37.172027818900474,61.84120709476786,24.915032114016828,18.999599090788553,0.7948000000000001,-0.019879214896829436,0.813,0.775,1.095,0.701
2016-12-09,0.776,0.776,-0.39%,开放申购,开放赎回,,0.779,0.776,0.779,0.0030000000000000027,0.004071428571428559,-0.0030000000000000027,0.0030000000000000027,0.0,0.0030000000000000027,33.305764273792974,60.6722594896862,29.120100763949164,19.722492067469876,0.7937500000000001,-0.0223622047244095,0.813,0.775,1.095,0.701
2016-12-12,0.751,0.751,-3.22%,开放申购,开放赎回,,0.776,0.751,0.776,0.025000000000000022,0.005714285714285712,-0.025000000000000022,0.025000000000000022,0.0,0.025000000000000022,22.035331541836786,71.39120025200437,52.828535708762345,22.087209470501325,0.7915500000000001,-0.0512286021097847,0.813,0.751,1.095,0.701
2016-12-13,0.753,0.753,0.27%,开放申购,开放赎回,,0.753,0.751,0.751,0.0020000000000000018,0.005214285714285719,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,25.16315538505094,72.64857951273905,48.547778216293565,23.97725009526162,0.78905,-0.04568785248083141,0.813,0.751,1.095,0.701
2016-12-14,0.75,0.75,-0.40%,开放申购,开放赎回,,0.753,0.75,0.753,0.0030000000000000027,0.005071428571428576,-0.0030000000000000027,0.0030000000000000027,0.0,0.0030000000000000027,24.023978330376142,73.5850120297562,50.77507053041182,25.891380126401003,0.786,-0.045801526717557293,0.813,0.75,1.095,0.701
2016-12-15,0.75,0.75,0.00%,开放申购,开放赎回,,0.75,0.75,0.75,0.0,0.004642857142857147,0.0,0.0,0.0,0.0,24.36717802079165,74.63622648726766,50.7750705304118,27.668786583879687,0.78295,-0.042084424292739044,0.813,0.75,1.095,0.701
2016-12-16,0.754,0.754,0.53%,开放申购,开放赎回,,0.754,0.75,0.75,0.0040000000000000036,0.004857142857142861,0.0040000000000000036,-0.0040000000000000036,0.0040000000000000036,0.0,27.51078301219078,66.24749094716059,41.315508807002985,28.643552456985045,0.78005,-0.033395295173386345,0.813,0.75,1.095,0.701
2016-12-19,0.752,0.752,-0.27%,开放申购,开放赎回,,0.754,0.752,0.754,0.0020000000000000018,0.004571428571428575,-0.0020000000000000018,0.0020000000000000018,0.0,0.0020000000000000018,27.142335025402666,68.48524776481642,43.23325083946633,29.685673770044367,0.7771000000000001,-0.03229957534422869,0.813,0.75,1.095,0.701
2016-12-20,0.751,0.751,-0.13%,开放申购,开放赎回,,0.752,0.751,0.752,0.0010000000000000009,0.004642857142857147,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,24.815849166067398,64.15354520912501,44.214863233941784,30.72347301748868,0.774,-0.029715762273901835,0.804,0.75,1.095,0.701
2016-12-21,0.755,0.755,0.53%,开放申购,开放赎回,,0.755,0.751,0.751,0.0040000000000000036,0.004714285714285719,0.0040000000000000036,-0.0040000000000000036,0.0040000000000000036,0.0,28.754753836965484,58.668555954199284,34.2171924040526,30.973024402248395,0.7715500000000001,-0.02145032726330123,0.799,0.75,1.095,0.701
2016-12-22,0.755,0.755,0.00%,开放申购,开放赎回,,0.755,0.755,0.755,0.0,0.0040000000000000036,0.0,0.0,0.0,0.0,31.46885050013201,64.2061492457611,34.21719240405261,31.20475068809599,0.76935,-0.018652108923116882,0.794,0.75,1.095,0.701
2016-12-23,0.754,0.754,-0.13%,开放申购,开放赎回,,0.755,0.754,0.755,0.0010000000000000009,0.004071428571428575,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,28.70842501765037,60.3284168557647,35.51337982435284,31.512509912119818,0.7674,-0.01746155850925198,0.794,0.75,1.095,0.701
2016-12-26,0.757,0.757,0.40%,开放申购,开放赎回,,0.757,0.754,0.754,0.0030000000000000027,0.003928571428571432,0.0030000000000000027,-0.0030000000000000027,0.0030000000000000027,0.0,33.081744075446665,58.05630764948248,27.403003576830333,31.218973745308578,0.7655500000000001,-0.011168440990137883,0.788,0.75,1.095,0.701
2016-12-27,0.762,0.762,0.66%,开放申购,开放赎回,,0.762,0.757,0.757,0.0050000000000000044,0.004071428571428575,0.0050000000000000044,-0.0050000000000000044,0.0050000000000000044,0.0,38.41284086963977,52.017869635792756,15.04469962705388,30.0636684511298,0.76425,-0.002944062806673175,0.788,0.75,1.095,0.701
2016-12-28,0.759,0.759,-0.39%,开放申购,开放赎回,,0.762,0.759,0.762,0.0030000000000000027,0.0040000000000000036,-0.0030000000000000027,0.0030000000000000027,0.0,0.0030000000000000027,36.30601413825512,54.52199158179677,20.055463399346824,29.348796661706544,0.7628,-0.004981646565285823,0.785,0.75,1.095,0.701
2016-12-29,0.754,0.754,-0.66%,开放申购,开放赎回,,0.759,0.754,0.759,0.0050000000000000044,0.004142857142857147,-0.0050000000000000044,0.0050000000000000044,0.0,0.0050000000000000044,32.550219572216996,57.50247521128886,27.708505224701113,29.23163298763318,0.76125,-0.009523809523809495,0.783,0.75,1.095,0.701
2016-12-30,0.751,0.751,-0.40%,开放申购,开放赎回,,0.754,0.751,0.754,0.0030000000000000027,0.002571428571428574,-0.0030000000000000027,0.0030000000000000027,0.0,0.0030000000000000027,48.6961618203242,94.35886172483248,31.919675921128636,29.42363605431379,0.76005,-0.011907111374251697,0.783,0.75,1.095,0.701
2016-12-31,0.751,0.751,0.00%,开放申购,开放赎回,,0.751,0.751,0.751,0.0,0.0024285714285714305,0.0,0.0,0.0,0.0,47.87773893257278,92.77299850253756,31.919675921128643,29.60192461623117,0.75885,-0.010344600382157242,0.783,0.75,1.095,0.701
2017-01-03,0.758,0.758,0.93%,开放申购,开放赎回,,0.758,0.751,0.751,0.007000000000000006,0.002714285714285717,0.007000000000000006,-0.007000000000000006,0.007000000000000006,0.0,58.199174075616234,77.07831830471761,13.95586501265303,28.484348930249464,0.75775,0.0003299241174529495,0.783,0.75,1.095,0.701
2017-01-04,0.765,0.765,0.92%,开放申购,开放赎回,,0.765,0.758,0.758,0.007000000000000006,0.0032142857142857173,0.007000000000000006,-0.007000000000000006,0.007000000000000006,0.0,61.19109840219185,60.43918927384172,0.6181923456046277,26.493909174183827,0.75685,0.010768316046772796,0.779,0.75,1.095,0.701
2017-01-05,0.764,0.764,-0.13%,开放申购,开放赎回,,0.765,0.764,0.765,0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,60.878898920532855,62.511778444206016,1.3233410809849284,24.696011453224628,0.7561000000000001,0.010448353392408287,0.776,0.75,1.095,0.701
