净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2021-11-26,1.4327,1.4327,-0.23%,开放申购,开放赎回,
2021-11-25,1.436,1.436,0.06%,开放申购,开放赎回,
2021-11-24,1.4352,1.4352,-1.21%,开放申购,开放赎回,
2021-11-23,1.4528,1.4528,-0.29%,开放申购,开放赎回,
2021-11-22,1.457,1.457,4.33%,开放申购,开放赎回,
2021-11-19,1.3965,1.3965,1.19%,开放申购,开放赎回,
2021-11-18,1.3801,1.3801,-0.42%,开放申购,开放赎回,
2021-11-17,1.3859,1.3859,1.41%,开放申购,开放赎回,
2021-11-16,1.3666,1.3666,-0.52%,开放申购,开放赎回,
2021-11-15,1.3737,1.3737,-1.49%,开放申购,开放赎回,
2021-11-12,1.3945,1.3945,-0.21%,开放申购,开放赎回,
2021-11-11,1.3974,1.3974,0.37%,开放申购,开放赎回,
2021-11-10,1.3923,1.3923,-1.28%,开放申购,开放赎回,
2021-11-09,1.4103,1.4103,0.97%,开放申购,开放赎回,
2021-11-08,1.3968,1.3968,1.74%,开放申购,开放赎回,
2021-11-05,1.3729,1.3729,-0.13%,开放申购,开放赎回,
2021-11-04,1.3747,1.3747,1.16%,开放申购,开放赎回,
2021-11-03,1.359,1.359,-1.34%,开放申购,开放赎回,
2021-11-02,1.3774,1.3774,0.82%,开放申购,开放赎回,
2021-11-01,1.3662,1.3662,-0.77%,开放申购,开放赎回,
2021-10-29,1.3768,1.3768,1.52%,开放申购,开放赎回,
2021-10-28,1.3562,1.3562,-1.06%,开放申购,开放赎回,
2021-10-27,1.3707,1.3707,1.05%,开放申购,开放赎回,
2021-10-26,1.3565,1.3565,0.92%,开放申购,开放赎回,
2021-10-25,1.3441,1.3441,2.04%,开放申购,开放赎回,
2021-10-22,1.3172,1.3172,-0.33%,开放申购,开放赎回,
2021-10-21,1.3216,1.3216,-1.39%,开放申购,开放赎回,
2021-10-20,1.3402,1.3402,1.44%,开放申购,开放赎回,
2021-10-19,1.3212,1.3212,0.77%,开放申购,开放赎回,
2021-10-18,1.3111,1.3111,1.30%,开放申购,开放赎回,
2021-10-15,1.2943,1.2943,3.02%,开放申购,开放赎回,
2021-10-14,1.2564,1.2564,0.70%,开放申购,开放赎回,
2021-10-13,1.2477,1.2477,3.80%,开放申购,开放赎回,
2021-10-12,1.202,1.202,-3.39%,开放申购,开放赎回,
2021-10-11,1.2442,1.2442,-0.35%,开放申购,开放赎回,
2021-10-08,1.2486,1.2486,-2.29%,开放申购,开放赎回,
2021-09-30,1.2779,1.2779,3.19%,开放申购,开放赎回,
2021-09-29,1.2384,1.2384,-1.75%,开放申购,开放赎回,
2021-09-28,1.2604,1.2604,-1.49%,开放申购,开放赎回,
2021-09-27,1.2794,1.2794,-1.72%,开放申购,开放赎回,
2021-09-24,1.3018,1.3018,-0.53%,开放申购,开放赎回,
2021-09-23,1.3087,1.3087,-0.24%,开放申购,开放赎回,
2021-09-22,1.3119,1.3119,-0.66%,开放申购,开放赎回,
2021-09-17,1.3206,1.3206,1.02%,开放申购,开放赎回,
2021-09-16,1.3073,1.3073,-4.02%,开放申购,开放赎回,
2021-09-15,1.362,1.362,0.68%,开放申购,开放赎回,
2021-09-14,1.3528,1.3528,1.42%,开放申购,开放赎回,
2021-09-13,1.3339,1.3339,-0.03%,开放申购,开放赎回,
2021-09-10,1.3343,1.3343,1.24%,开放申购,开放赎回,
2021-09-09,1.3179,1.3179,-0.18%,开放申购,开放赎回,
2021-09-08,1.3203,1.3203,0.05%,开放申购,开放赎回,
2021-09-07,1.3196,1.3196,1.72%,开放申购,开放赎回,
2021-09-06,1.2973,1.2973,2.69%,开放申购,开放赎回,
2021-09-03,1.2633,1.2633,-3.01%,开放申购,开放赎回,
2021-09-02,1.3025,1.3025,-0.90%,开放申购,开放赎回,
2021-09-01,1.3143,1.3143,-2.75%,开放申购,开放赎回,
2021-08-31,1.3515,1.3515,-1.23%,开放申购,开放赎回,
2021-08-30,1.3683,1.3683,2.12%,开放申购,开放赎回,
2021-08-27,1.3399,1.3399,2.49%,开放申购,开放赎回,
2021-08-26,1.3073,1.3073,-1.07%,开放申购,开放赎回,
2021-08-25,1.3215,1.3215,-1.09%,开放申购,开放赎回,
2021-08-24,1.3361,1.3361,1.10%,开放申购,开放赎回,
2021-08-23,1.3215,1.3215,2.28%,开放申购,开放赎回,
2021-08-20,1.292,1.292,0.81%,开放申购,开放赎回,
2021-08-19,1.2816,1.2816,3.24%,开放申购,开放赎回,
2021-08-18,1.2414,1.2414,2.18%,开放申购,开放赎回,
2021-08-17,1.2149,1.2149,-1.71%,开放申购,开放赎回,
2021-08-16,1.236,1.236,-3.13%,开放申购,开放赎回,
2021-08-13,1.276,1.276,-1.73%,开放申购,开放赎回,
2021-08-12,1.2984,1.2984,0.05%,开放申购,开放赎回,
2021-08-11,1.2978,1.2978,0.80%,开放申购,开放赎回,
2021-08-10,1.2875,1.2875,-0.85%,开放申购,开放赎回,
2021-08-09,1.2985,1.2985,-2.70%,开放申购,开放赎回,
2021-08-06,1.3346,1.3346,1.43%,开放申购,开放赎回,
2021-08-05,1.3158,1.3158,0.16%,开放申购,开放赎回,
2021-08-04,1.3137,1.3137,5.25%,开放申购,开放赎回,
2021-08-03,1.2482,1.2482,-4.61%,开放申购,开放赎回,
2021-08-02,1.3085,1.3085,0.61%,开放申购,开放赎回,
2021-07-30,1.3006,1.3006,0.52%,开放申购,开放赎回,
2021-07-29,1.2939,1.2939,5.34%,开放申购,开放赎回,
2021-07-28,1.2283,1.2283,-0.82%,开放申购,开放赎回,
2021-07-27,1.2385,1.2385,-3.56%,开放申购,开放赎回,
2021-07-26,1.2842,1.2842,1.18%,开放申购,开放赎回,
2021-07-23,1.2692,1.2692,-0.45%,开放申购,开放赎回,
2021-07-22,1.275,1.275,0.93%,开放申购,开放赎回,
2021-07-21,1.2633,1.2633,2.00%,开放申购,开放赎回,
2021-07-20,1.2385,1.2385,2.23%,开放申购,开放赎回,
2021-07-19,1.2115,1.2115,-0.53%,开放申购,开放赎回,
2021-07-16,1.218,1.218,-1.45%,开放申购,开放赎回,
2021-07-15,1.2359,1.2359,1.57%,开放申购,开放赎回,
2021-07-14,1.2168,1.2168,-1.56%,开放申购,开放赎回,
2021-07-13,1.2361,1.2361,-1.19%,开放申购,开放赎回,
2021-07-12,1.251,1.251,3.09%,开放申购,开放赎回,
2021-07-09,1.2135,1.2135,0.06%,开放申购,开放赎回,
2021-07-08,1.2128,1.2128,1.52%,开放申购,开放赎回,
2021-07-07,1.1947,1.1947,3.68%,开放申购,开放赎回,
2021-07-06,1.1523,1.1523,-0.79%,开放申购,开放赎回,
2021-07-05,1.1615,1.1615,2.75%,开放申购,开放赎回,
2021-07-02,1.1304,1.1304,-1.69%,开放申购,开放赎回,
2021-07-01,1.1498,1.1498,-0.54%,开放申购,开放赎回,
2021-06-30,1.156,1.156,2.44%,开放申购,开放赎回,
2021-06-29,1.1285,1.1285,-0.70%,开放申购,开放赎回,
2021-06-28,1.1364,1.1364,1.65%,开放申购,开放赎回,
2021-06-25,1.1179,1.1179,0.95%,开放申购,开放赎回,
2021-06-24,1.1074,1.1074,-1.24%,开放申购,开放赎回,
2021-06-23,1.1213,1.1213,3.16%,开放申购,开放赎回,
2021-06-22,1.0869,1.0869,0.71%,开放申购,开放赎回,
2021-06-21,1.0792,1.0792,1.69%,开放申购,开放赎回,
2021-06-18,1.0613,1.0613,2.48%,开放申购,开放赎回,
2021-06-17,1.0356,1.0356,3.66%,开放申购,开放赎回,
2021-06-16,0.999,0.999,-4.26%,开放申购,开放赎回,
2021-06-15,1.0435,1.0435,0.30%,开放申购,开放赎回,
2021-06-11,1.0404,1.0404,-0.34%,开放申购,开放赎回,
2021-06-10,1.0439,1.0439,1.51%,开放申购,开放赎回,
2021-06-09,1.0284,1.0284,0.82%,开放申购,开放赎回,
2021-06-08,1.02,1.02,-1.34%,开放申购,开放赎回,
2021-06-07,1.0339,1.0339,0.52%,开放申购,开放赎回,
2021-06-04,1.0286,1.0286,1.45%,开放申购,开放赎回,
2021-06-03,1.0139,1.0139,-0.25%,开放申购,开放赎回,
2021-06-02,1.0164,1.0164,-1.33%,开放申购,开放赎回,
2021-06-01,1.0301,1.0301,-0.11%,开放申购,开放赎回,
2021-05-31,1.0312,1.0312,3.33%,开放申购,开放赎回,
2021-05-28,0.998,0.998,1.13%,开放申购,开放赎回,
2021-05-27,0.9868,0.9868,1.61%,开放申购,开放赎回,
2021-05-26,0.9712,0.9712,-1.58%,开放申购,开放赎回,
2021-05-25,0.9868,0.9868,3.11%,开放申购,开放赎回,
2021-05-24,0.957,0.957,1.25%,开放申购,开放赎回,
2021-05-21,0.9452,0.9452,-0.87%,开放申购,开放赎回,
2021-05-20,0.9535,0.9535,0.60%,开放申购,开放赎回,
2021-05-19,0.9478,0.9478,2.21%,开放申购,开放赎回,
2021-05-18,0.9273,0.9273,-0.10%,开放申购,开放赎回,
2021-05-17,0.9282,0.9282,3.17%,开放申购,开放赎回,
2021-05-14,0.8997,0.8997,2.51%,开放申购,开放赎回,
2021-05-13,0.8777,0.8777,-1.20%,开放申购,开放赎回,
2021-05-12,0.8884,0.8884,0.69%,开放申购,开放赎回,
2021-05-11,0.8823,0.8823,0.11%,开放申购,开放赎回,
2021-05-10,0.8813,0.8813,-1.00%,开放申购,开放赎回,
2021-05-07,0.8902,0.8902,-3.58%,开放申购,开放赎回,
2021-05-06,0.9233,0.9233,-1.88%,开放申购,开放赎回,
2021-04-30,0.941,0.941,0.04%,开放申购,开放赎回,
2021-04-29,0.9406,0.9406,-0.08%,开放申购,开放赎回,
2021-04-28,0.9414,0.9414,1.58%,开放申购,开放赎回,
2021-04-27,0.9268,0.9268,0.50%,开放申购,开放赎回,
2021-04-26,0.9222,0.9222,-0.71%,开放申购,开放赎回,
2021-04-23,0.9288,0.9288,0.91%,开放申购,开放赎回,
2021-04-22,0.9204,0.9204,0.88%,开放申购,开放赎回,
2021-04-21,0.9124,0.9124,0.55%,开放申购,开放赎回,
2021-04-20,0.9074,0.9074,-0.32%,开放申购,开放赎回,
2021-04-19,0.9103,0.9103,4.63%,开放申购,开放赎回,
2021-04-16,0.87,0.87,-0.42%,开放申购,开放赎回,
2021-04-15,0.8737,0.8737,-0.24%,开放申购,开放赎回,
2021-04-14,0.8758,0.8758,2.47%,开放申购,开放赎回,
2021-04-13,0.8547,0.8547,1.14%,开放申购,开放赎回,
2021-04-12,0.8451,0.8451,-3.13%,开放申购,开放赎回,
2021-04-09,0.8724,0.8724,-0.99%,开放申购,开放赎回,
2021-04-08,0.8811,0.8811,-0.10%,开放申购,开放赎回,
2021-04-07,0.882,0.882,-0.51%,开放申购,开放赎回,
2021-04-06,0.8865,0.8865,0.05%,开放申购,开放赎回,
2021-04-02,0.8861,0.8861,1.89%,开放申购,开放赎回,
2021-04-01,0.8697,0.8697,2.09%,开放申购,开放赎回,
2021-03-31,0.8519,0.8519,-1.42%,开放申购,开放赎回,
2021-03-30,0.8642,0.8642,1.32%,开放申购,开放赎回,
2021-03-29,0.8529,0.8529,0.21%,开放申购,开放赎回,
2021-03-26,0.8511,0.8511,3.40%,开放申购,开放赎回,
2021-03-25,0.8231,0.8231,1.97%,开放申购,开放赎回,
2021-03-24,0.8072,0.8072,-1.49%,开放申购,开放赎回,
2021-03-23,0.8194,0.8194,-1.88%,开放申购,开放赎回,
2021-03-22,0.8351,0.8351,0.11%,开放申购,开放赎回,
2021-03-19,0.8342,0.8342,-3.05%,开放申购,开放赎回,
2021-03-18,0.8604,0.8604,0.84%,开放申购,开放赎回,
2021-03-17,0.8532,0.8532,1.67%,开放申购,开放赎回,
2021-03-16,0.8392,0.8392,0.29%,开放申购,开放赎回,
2021-03-15,0.8368,0.8368,-4.12%,开放申购,开放赎回,
2021-03-12,0.8728,0.8728,-0.77%,开放申购,开放赎回,
2021-03-11,0.8796,0.8796,1.43%,开放申购,开放赎回,
2021-03-10,0.8672,0.8672,0.10%,开放申购,开放赎回,
2021-03-09,0.8663,0.8663,-2.23%,开放申购,开放赎回,
2021-03-08,0.8861,0.8861,-4.22%,开放申购,开放赎回,
2021-03-05,0.9251,0.9251,0.86%,开放申购,开放赎回,
2021-03-04,0.9172,0.9172,-3.80%,开放申购,开放赎回,
2021-03-03,0.9534,0.9534,0.73%,开放申购,开放赎回,
2021-03-02,0.9465,0.9465,0.24%,开放申购,开放赎回,
2021-03-01,0.9442,0.9442,3.44%,开放申购,开放赎回,
2021-02-26,0.9128,0.9128,-2.54%,开放申购,开放赎回,
2021-02-25,0.9366,0.9366,0.28%,开放申购,开放赎回,
2021-02-24,0.934,0.934,-1.69%,开放申购,开放赎回,
2021-02-23,0.9501,0.9501,-0.89%,开放申购,开放赎回,
2021-02-22,0.9586,0.9586,-2.40%,开放申购,开放赎回,
2021-02-19,0.9822,0.9822,0.24%,开放申购,开放赎回,
2021-02-18,0.9798,0.9798,-1.70%,开放申购,开放赎回,
2021-02-10,0.9967,0.9967,2.05%,开放申购,开放赎回,
2021-02-09,0.9767,0.9767,3.06%,开放申购,开放赎回,
2021-02-08,0.9477,0.9477,1.29%,开放申购,开放赎回,
2021-02-05,0.9356,0.9356,-1.40%,开放申购,开放赎回,
2021-02-04,0.9489,0.9489,-2.81%,开放申购,开放赎回,
2021-02-03,0.9763,0.9763,-2.15%,开放申购,开放赎回,
2021-02-02,0.9978,0.9978,0.74%,开放申购,开放赎回,
2021-02-01,0.9905,0.9905,0.95%,开放申购,开放赎回,
2021-01-29,0.9812,0.9812,-1.30%,开放申购,开放赎回,
2021-01-28,0.9941,0.9941,-3.94%,开放申购,开放赎回,
2021-01-27,1.0349,1.0349,0.11%,开放申购,开放赎回,
2021-01-26,1.0338,1.0338,-2.81%,开放申购,开放赎回,
2021-01-25,1.0637,1.0637,-0.71%,开放申购,开放赎回,
2021-01-22,1.0713,1.0713,-0.44%,开放申购,开放赎回,
2021-01-21,1.076,1.076,1.69%,开放申购,开放赎回,
2021-01-20,1.0581,1.0581,1.54%,开放申购,开放赎回,
2021-01-19,1.0421,1.0421,-2.25%,开放申购,开放赎回,
2021-01-18,1.0661,1.0661,2.05%,开放申购,开放赎回,
2021-01-15,1.0447,1.0447,-0.85%,开放申购,开放赎回,
2021-01-14,1.0537,1.0537,-1.48%,开放申购,开放赎回,
2021-01-13,1.0695,1.0695,-0.12%,开放申购,开放赎回,
2021-01-12,1.0708,1.0708,2.38%,开放申购,开放赎回,
2021-01-11,1.0459,1.0459,-0.17%,开放申购,开放赎回,
2021-01-08,1.0477,1.0477,-0.87%,开放申购,开放赎回,
2021-01-07,1.0569,1.0569,1.77%,开放申购,开放赎回,
2021-01-06,1.0385,1.0385,-0.94%,开放申购,开放赎回,
2021-01-05,1.0484,1.0484,2.41%,开放申购,开放赎回,
2021-01-04,1.0237,1.0237,3.03%,开放申购,开放赎回,
2020-12-31,0.9936,0.9936,1.87%,开放申购,开放赎回,
2020-12-30,0.9754,0.9754,1.90%,开放申购,开放赎回,
2020-12-29,0.9572,0.9572,-1.56%,开放申购,开放赎回,
2020-12-28,0.9724,0.9724,-1.03%,开放申购,开放赎回,
2020-12-25,0.9825,0.9825,2.26%,开放申购,开放赎回,
2020-12-24,0.9608,0.9608,-0.71%,开放申购,开放赎回,
2020-12-23,0.9677,0.9677,1.93%,开放申购,开放赎回,
2020-12-22,0.9494,0.9494,-1.44%,开放申购,开放赎回,
2020-12-21,0.9633,0.9633,2.89%,开放申购,开放赎回,
2020-12-18,0.9362,0.9362,0.94%,开放申购,开放赎回,
2020-12-17,0.9275,0.9275,0.97%,开放申购,开放赎回,
2020-12-16,0.9186,0.9186,-0.48%,开放申购,开放赎回,
2020-12-15,0.923,0.923,0.89%,开放申购,开放赎回,
2020-12-14,0.9149,0.9149,1.00%,开放申购,开放赎回,
2020-12-11,0.9058,0.9058,-1.15%,开放申购,开放赎回,
2020-12-10,0.9163,0.9163,0.24%,开放申购,开放赎回,
2020-12-09,0.9141,0.9141,-1.57%,开放申购,开放赎回,
2020-12-08,0.9287,0.9287,0.99%,开放申购,开放赎回,
2020-12-07,0.9196,0.9196,0.88%,开放申购,开放赎回,
2020-12-04,0.9116,0.9116,0.95%,开放申购,开放赎回,
2020-12-03,0.903,0.903,-0.31%,开放申购,开放赎回,
2020-12-02,0.9058,0.9058,-0.22%,开放申购,开放赎回,
2020-12-01,0.9078,0.9078,1.57%,开放申购,开放赎回,
2020-11-30,0.8938,0.8938,1.44%,开放申购,开放赎回,
2020-11-27,0.8811,0.8811,1.35%,开放申购,开放赎回,
2020-11-26,0.8694,0.8694,-0.90%,开放申购,开放赎回,
2020-11-25,0.8773,0.8773,-1.57%,开放申购,开放赎回,
2020-11-24,0.8913,0.8913,0.01%,开放申购,开放赎回,
2020-11-23,0.8912,0.8912,1.03%,开放申购,开放赎回,
2020-11-20,0.8821,0.8821,1.26%,开放申购,开放赎回,
2020-11-19,0.8711,0.8711,0.71%,开放申购,开放赎回,
2020-11-18,0.865,0.865,-1.69%,开放申购,开放赎回,
2020-11-17,0.8799,0.8799,-1.33%,开放申购,开放赎回,
2020-11-16,0.8918,0.8918,-0.78%,开放申购,开放赎回,
2020-11-13,0.8988,0.8988,-0.51%,开放申购,开放赎回,
2020-11-12,0.9034,0.9034,1.22%,开放申购,开放赎回,
2020-11-11,0.8925,0.8925,-2.63%,开放申购,开放赎回,
2020-11-10,0.9166,0.9166,-1.64%,开放申购,开放赎回,
2020-11-09,0.9319,0.9319,2.38%,开放申购,开放赎回,
2020-11-06,0.9102,0.9102,-1.05%,开放申购,开放赎回,
2020-11-05,0.9199,0.9199,2.64%,开放申购,开放赎回,
2020-11-04,0.8962,0.8962,0.47%,开放申购,开放赎回,
2020-11-03,0.892,0.892,0.46%,开放申购,开放赎回,
2020-11-02,0.8879,0.8879,2.15%,开放申购,开放赎回,
2020-10-30,0.8692,0.8692,-2.26%,开放申购,开放赎回,
2020-10-29,0.8893,0.8893,0.41%,开放申购,开放赎回,
2020-10-28,0.8857,0.8857,2.83%,开放申购,开放赎回,
2020-10-27,0.8613,0.8613,1.47%,开放申购,开放赎回,
2020-10-26,0.8488,0.8488,1.48%,开放申购,开放赎回,
2020-10-23,0.8364,0.8364,-2.72%,开放申购,开放赎回,
2020-10-22,0.8598,0.8598,-0.62%,开放申购,开放赎回,
2020-10-21,0.8652,0.8652,-1.68%,开放申购,开放赎回,
2020-10-20,0.88,0.88,1.42%,开放申购,开放赎回,
2020-10-19,0.8677,0.8677,-0.81%,开放申购,开放赎回,
2020-10-16,0.8748,0.8748,-1.33%,开放申购,开放赎回,
2020-10-15,0.8866,0.8866,-0.24%,开放申购,开放赎回,
2020-10-14,0.8887,0.8887,-1.30%,开放申购,开放赎回,
2020-10-13,0.9004,0.9004,0.60%,开放申购,开放赎回,
2020-10-12,0.895,0.895,2.70%,开放申购,开放赎回,
2020-10-09,0.8715,0.8715,5.05%,开放申购,开放赎回,
2020-09-30,0.8296,0.8296,0.68%,开放申购,开放赎回,
2020-09-29,0.824,0.824,1.58%,开放申购,开放赎回,
2020-09-28,0.8112,0.8112,0.14%,开放申购,开放赎回,
2020-09-25,0.8101,0.8101,0.30%,开放申购,开放赎回,
2020-09-24,0.8077,0.8077,-1.99%,开放申购,开放赎回,
2020-09-23,0.8241,0.8241,0.93%,开放申购,开放赎回,
2020-09-22,0.8165,0.8165,-0.58%,开放申购,开放赎回,
2020-09-21,0.8213,0.8213,-1.33%,开放申购,开放赎回,
2020-09-18,0.8324,0.8324,1.59%,开放申购,开放赎回,
2020-09-17,0.8194,0.8194,0.55%,开放申购,开放赎回,
2020-09-16,0.8149,0.8149,-1.00%,开放申购,开放赎回,
2020-09-15,0.8231,0.8231,0.33%,开放申购,开放赎回,
2020-09-14,0.8204,0.8204,2.09%,开放申购,开放赎回,
2020-09-11,0.8036,0.8036,2.88%,开放申购,开放赎回,
2020-09-10,0.7811,0.7811,-0.42%,开放申购,开放赎回,
2020-09-09,0.7844,0.7844,-3.38%,开放申购,开放赎回,
2020-09-08,0.8118,0.8118,-0.16%,开放申购,开放赎回,
2020-09-07,0.8131,0.8131,-3.31%,开放申购,开放赎回,
2020-09-04,0.8409,0.8409,-1.12%,开放申购,开放赎回,
2020-09-03,0.8504,0.8504,-1.28%,开放申购,开放赎回,
2020-09-02,0.8614,0.8614,0.80%,开放申购,开放赎回,
2020-09-01,0.8546,0.8546,0.98%,开放申购,开放赎回,
2020-08-31,0.8463,0.8463,-0.61%,开放申购,开放赎回,
2020-08-28,0.8515,0.8515,2.01%,开放申购,开放赎回,
2020-08-27,0.8347,0.8347,1.14%,开放申购,开放赎回,
2020-08-26,0.8253,0.8253,-2.04%,开放申购,开放赎回,
2020-08-25,0.8425,0.8425,0.43%,开放申购,开放赎回,
2020-08-24,0.8389,0.8389,3.01%,开放申购,开放赎回,
2020-08-21,0.8144,0.8144,1.61%,开放申购,开放赎回,
2020-08-20,0.8015,0.8015,-0.40%,开放申购,开放赎回,
2020-08-19,0.8047,0.8047,-2.64%,开放申购,开放赎回,
2020-08-18,0.8265,0.8265,0.56%,开放申购,开放赎回,
2020-08-17,0.8219,0.8219,1.43%,开放申购,开放赎回,
2020-08-14,0.8103,0.8103,1.53%,开放申购,开放赎回,
2020-08-13,0.7981,0.7981,-0.51%,开放申购,开放赎回,
2020-08-12,0.8022,0.8022,-0.17%,开放申购,开放赎回,
2020-08-11,0.8036,0.8036,-2.04%,开放申购,开放赎回,
2020-08-10,0.8203,0.8203,-0.19%,开放申购,开放赎回,
2020-08-07,0.8219,0.8219,-2.73%,开放申购,开放赎回,
2020-08-06,0.845,0.845,-0.84%,开放申购,开放赎回,
2020-08-05,0.8522,0.8522,0.66%,开放申购,开放赎回,
2020-08-04,0.8466,0.8466,-1.79%,开放申购,开放赎回,
2020-08-03,0.862,0.862,2.36%,开放申购,开放赎回,
2020-07-31,0.8421,0.8421,3.21%,开放申购,开放赎回,
2020-07-30,0.8159,0.8159,-1.12%,开放申购,开放赎回,
2020-07-29,0.8251,0.8251,4.34%,开放申购,开放赎回,
2020-07-28,0.7908,0.7908,1.37%,开放申购,开放赎回,
2020-07-27,0.7801,0.7801,-0.18%,开放申购,开放赎回,
2020-07-24,0.7815,0.7815,-5.99%,开放申购,开放赎回,
2020-07-23,0.8313,0.8313,0.23%,开放申购,开放赎回,
2020-07-22,0.8294,0.8294,1.93%,开放申购,开放赎回,
2020-07-21,0.8137,0.8137,1.17%,开放申购,开放赎回,
2020-07-20,0.8043,0.8043,1.23%,开放申购,开放赎回,
2020-07-17,0.7945,0.7945,0.08%,开放申购,开放赎回,
2020-07-16,0.7939,0.7939,-4.66%,开放申购,开放赎回,
2020-07-15,0.8327,0.8327,-2.21%,开放申购,开放赎回,
2020-07-14,0.8515,0.8515,-0.71%,开放申购,开放赎回,
2020-07-13,0.8576,0.8576,3.40%,开放申购,开放赎回,
2020-07-10,0.8294,0.8294,-0.10%,开放申购,开放赎回,
2020-07-09,0.8302,0.8302,2.60%,开放申购,开放赎回,
2020-07-08,0.8092,0.8092,2.85%,开放申购,开放赎回,
2020-07-07,0.7868,0.7868,2.54%,开放申购,开放赎回,
2020-07-06,0.7673,0.7673,3.03%,开放申购,开放赎回,
2020-07-03,0.7447,0.7447,0.65%,开放申购,开放赎回,
2020-07-02,0.7399,0.7399,0.37%,开放申购,开放赎回,
2020-07-01,0.7372,0.7372,-0.53%,开放申购,开放赎回,
2020-06-30,0.7411,0.7411,3.13%,开放申购,开放赎回,
2020-06-29,0.7186,0.7186,-1.05%,开放申购,开放赎回,
2020-06-24,0.7262,0.7262,0.71%,开放申购,开放赎回,
2020-06-23,0.7211,0.7211,2.14%,开放申购,开放赎回,
2020-06-22,0.706,0.706,0.94%,开放申购,开放赎回,
2020-06-19,0.6994,0.6994,1.75%,开放申购,开放赎回,
2020-06-18,0.6874,0.6874,0.84%,开放申购,开放赎回,
2020-06-17,0.6817,0.6817,0.37%,开放申购,开放赎回,
2020-06-16,0.6792,0.6792,1.51%,开放申购,开放赎回,
2020-06-15,0.6691,0.6691,-0.84%,开放申购,开放赎回,
2020-06-12,0.6748,0.6748,0.45%,开放申购,开放赎回,
2020-06-11,0.6718,0.6718,-0.72%,开放申购,开放赎回,
2020-06-10,0.6767,0.6767,0.68%,开放申购,开放赎回,
2020-06-09,0.6721,0.6721,1.40%,开放申购,开放赎回,
2020-06-08,0.6628,0.6628,-0.29%,开放申购,开放赎回,
2020-06-05,0.6647,0.6647,1.08%,开放申购,开放赎回,
2020-06-04,0.6576,0.6576,0.03%,开放申购,开放赎回,
2020-06-03,0.6574,0.6574,0.08%,开放申购,开放赎回,
2020-06-02,0.6569,0.6569,-0.38%,开放申购,开放赎回,
2020-06-01,0.6594,0.6594,3.16%,开放申购,开放赎回,
2020-05-29,0.6392,0.6392,0.52%,开放申购,开放赎回,
2020-05-28,0.6359,0.6359,-0.06%,开放申购,开放赎回,
2020-05-27,0.6363,0.6363,-1.46%,开放申购,开放赎回,
2020-05-26,0.6457,0.6457,1.97%,开放申购,开放赎回,
2020-05-25,0.6332,0.6332,-0.19%,开放申购,开放赎回,
2020-05-22,0.6344,0.6344,-1.46%,开放申购,开放赎回,
2020-05-21,0.6438,0.6438,-1.21%,开放申购,开放赎回,
2020-05-20,0.6517,0.6517,-1.09%,开放申购,开放赎回,
2020-05-19,0.6589,0.6589,1.42%,开放申购,开放赎回,
2020-05-18,0.6497,0.6497,-1.86%,开放申购,开放赎回,
2020-05-15,0.662,0.662,0.67%,开放申购,开放赎回,
2020-05-14,0.6576,0.6576,-0.45%,开放申购,开放赎回,
2020-05-13,0.6606,0.6606,0.72%,开放申购,开放赎回,
2020-05-12,0.6559,0.6559,0.72%,开放申购,开放赎回,
2020-05-11,0.6512,0.6512,-0.46%,开放申购,开放赎回,
2020-05-08,0.6542,0.6542,0.58%,开放申购,开放赎回,
2020-05-07,0.6504,0.6504,0.14%,开放申购,开放赎回,
2020-05-06,0.6495,0.6495,2.22%,开放申购,开放赎回,
2020-04-30,0.6354,0.6354,1.84%,开放申购,开放赎回,
2020-04-29,0.6239,0.6239,-0.57%,开放申购,开放赎回,
2020-04-28,0.6275,0.6275,1.44%,开放申购,开放赎回,
2020-04-27,0.6186,0.6186,0.26%,开放申购,开放赎回,
2020-04-24,0.617,0.617,-1.12%,开放申购,开放赎回,
2020-04-23,0.624,0.624,-0.64%,开放申购,开放赎回,
2020-04-22,0.628,0.628,0.32%,开放申购,开放赎回,
2020-04-21,0.626,0.626,-0.79%,开放申购,开放赎回,
2020-04-20,0.631,0.631,0.80%,开放申购,开放赎回,
2020-04-17,0.626,0.626,0.64%,开放申购,开放赎回,
2020-04-16,0.622,0.622,1.14%,开放申购,开放赎回,
2020-04-15,0.615,0.615,0.65%,开放申购,开放赎回,
2020-04-14,0.611,0.611,3.04%,开放申购,开放赎回,
2020-04-13,0.593,0.593,-2.31%,开放申购,开放赎回,
2020-04-10,0.607,0.607,-2.10%,开放申购,开放赎回,
2020-04-09,0.62,0.62,-0.16%,开放申购,开放赎回,
2020-04-08,0.621,0.621,0.32%,开放申购,开放赎回,
2020-04-07,0.619,0.619,2.65%,开放申购,开放赎回,
2020-04-03,0.603,0.603,-0.99%,开放申购,开放赎回,
2020-04-02,0.609,0.609,3.75%,开放申购,开放赎回,
2020-04-01,0.587,0.587,0.17%,开放申购,开放赎回,
2020-03-31,0.586,0.586,0.00%,开放申购,开放赎回,
2020-03-30,0.586,0.586,-1.35%,开放申购,开放赎回,
2020-03-27,0.594,0.594,-0.83%,开放申购,开放赎回,
2020-03-26,0.599,0.599,-0.99%,开放申购,开放赎回,
2020-03-25,0.605,0.605,3.95%,开放申购,开放赎回,
