净值日期,每万份收益,7日年化收益率（%）,申购状态,赎回状态,分红送配
2025-02-25,0.326,1.2030%,限制大额申购,开放赎回,
2025-02-24,0.3293,1.1910%,限制大额申购,开放赎回,
2025-02-23,0.3259,1.1770%,限制大额申购,开放赎回,
2025-02-22,0.3259,1.1760%,限制大额申购,开放赎回,
2025-02-21,0.3235,1.1740%,限制大额申购,开放赎回,
2025-02-20,0.3294,1.1560%,限制大额申购,开放赎回,
2025-02-19,0.3338,1.1540%,限制大额申购,开放赎回,
2025-02-18,0.3035,1.1580%,限制大额申购,开放赎回,
2025-02-17,0.303,1.1930%,限制大额申购,开放赎回,
2025-02-16,0.323,1.2250%,限制大额申购,开放赎回,
2025-02-15,0.323,1.2020%,限制大额申购,开放赎回,
2025-02-14,0.2881,1.1780%,限制大额申购,开放赎回,
2025-02-13,0.3262,1.2100%,限制大额申购,开放赎回,
2025-02-12,0.3412,1.3280%,限制大额申购,开放赎回,
2025-02-11,0.3702,1.8040%,限制大额申购,开放赎回,
2025-02-10,0.3638,1.7990%,限制大额申购,开放赎回,
2025-02-09,0.2786,1.7980%,限制大额申购,开放赎回,
2025-02-08,0.2786,1.8420%,限制大额申购,开放赎回,
2025-02-07,0.3481,1.8870%,限制大额申购,开放赎回,
2025-02-06,0.5504,1.8940%,限制大额申购,开放赎回,
2025-02-05,1.2385,1.7940%,限制大额申购,开放赎回,
2025-02-04,0.3619,1.3300%,限制大额申购,开放赎回,
2025-02-03,0.3619,1.3300%,限制大额申购,开放赎回,
2025-02-02,0.3619,1.3310%,限制大额申购,开放赎回,
2025-02-01,0.3619,1.2570%,限制大额申购,开放赎回,
2025-01-31,0.3619,1.1840%,限制大额申购,开放赎回,
2025-01-30,0.3619,1.1090%,限制大额申购,开放赎回,
2025-01-29,0.3619,1.0900%,限制大额申购,开放赎回,
2025-01-28,0.3619,1.0890%,限制大额申购,开放赎回,
2025-01-27,0.3652,1.0760%,限制大额申购,开放赎回,
2025-01-26,0.2219,1.0780%,限制大额申购,开放赎回,
2025-01-25,0.2219,1.1080%,限制大额申购,开放赎回,
2025-01-24,0.2203,1.1370%,限制大额申购,开放赎回,
2025-01-23,0.3259,1.1710%,限制大额申购,开放赎回,
2025-01-22,0.3592,1.1500%,限制大额申购,开放赎回,
2025-01-21,0.3391,1.1380%,限制大额申购,开放赎回,
2025-01-20,0.3684,1.1420%,限制大额申购,开放赎回,
2025-01-19,0.2778,1.1300%,限制大额申购,开放赎回,
2025-01-18,0.2778,1.1580%,限制大额申购,开放赎回,
2025-01-17,0.2849,1.1860%,限制大额申购,开放赎回,
2025-01-16,0.2849,1.2130%,限制大额申购,开放赎回,
2025-01-15,0.3376,1.6520%,限制大额申购,开放赎回,
2025-01-14,0.346,1.6640%,限制大额申购,开放赎回,
2025-01-13,0.3464,1.7040%,限制大额申购,开放赎回,
2025-01-12,0.3304,1.7130%,限制大额申购,开放赎回,
2025-01-11,0.3304,1.7260%,限制大额申购,开放赎回,
2025-01-10,0.3363,1.7390%,限制大额申购,开放赎回,
2025-01-09,1.1152,1.7470%,限制大额申购,开放赎回,
2025-01-08,0.3611,1.3440%,限制大额申购,开放赎回,
2025-01-07,0.4203,1.3290%,限制大额申购,开放赎回,
2025-01-06,0.3633,1.2860%,限制大额申购,开放赎回,
2025-01-05,0.3556,1.2870%,限制大额申购,开放赎回,
2025-01-04,0.3556,1.2900%,限制大额申购,开放赎回,
2025-01-03,0.3498,1.2920%,限制大额申购,开放赎回,
2025-01-02,0.3553,1.3560%,限制大额申购,开放赎回,
2025-01-01,0.3323,1.4820%,限制大额申购,开放赎回,
2024-12-31,0.3394,1.5020%,限制大额申购,开放赎回,
2024-12-30,0.3642,1.5190%,限制大额申购,开放赎回,
2024-12-29,0.3608,1.5320%,限制大额申购,开放赎回,
2024-12-28,0.3608,1.5350%,限制大额申购,开放赎回,
2024-12-27,0.4695,1.5370%,限制大额申购,开放赎回,
2024-12-26,0.5942,1.4760%,限制大额申购,开放赎回,
2024-12-25,0.3706,1.3600%,限制大额申购,开放赎回,
2024-12-24,0.3714,1.3630%,限制大额申购,开放赎回,
2024-12-23,0.3892,1.3670%,限制大额申购,开放赎回,
2024-12-22,0.3654,1.3630%,限制大额申购,开放赎回,
2024-12-21,0.3654,1.3650%,限制大额申购,开放赎回,
2024-12-20,0.3543,1.3670%,限制大额申购,开放赎回,
2024-12-19,0.3743,1.3770%,限制大额申购,开放赎回,
2024-12-18,0.3768,1.3790%,限制大额申购,开放赎回,
2024-12-17,0.3792,1.3800%,限制大额申购,开放赎回,
2024-12-16,0.3807,1.3700%,限制大额申购,开放赎回,
2024-12-15,0.3692,1.3660%,限制大额申购,开放赎回,
2024-12-14,0.3692,1.3570%,限制大额申购,开放赎回,
2024-12-13,0.3726,1.3490%,限制大额申购,开放赎回,
2024-12-12,0.3796,1.3440%,限制大额申购,开放赎回,
2024-12-11,0.3783,1.3390%,限制大额申购,开放赎回,
2024-12-10,0.3595,1.3410%,限制大额申购,开放赎回,
2024-12-09,0.3735,1.3310%,限制大额申购,开放赎回,
2024-12-08,0.3528,1.3310%,限制大额申购,开放赎回,
2024-12-07,0.3528,1.3370%,限制大额申购,开放赎回,
2024-12-06,0.3647,1.3430%,限制大额申购,开放赎回,
2024-12-05,0.3691,1.3400%,限制大额申购,开放赎回,
2024-12-04,0.3826,1.3400%,限制大额申购,开放赎回,
2024-12-03,0.3403,1.3330%,限制大额申购,开放赎回,
2024-12-02,0.3733,1.3490%,限制大额申购,开放赎回,
2024-12-01,0.3638,1.4670%,限制大额申购,开放赎回,
2024-11-30,0.3638,1.4640%,限制大额申购,开放赎回,
2024-11-29,0.3599,1.4620%,限制大额申购,开放赎回,
2024-11-28,0.3683,1.4630%,限制大额申购,开放赎回,
2024-11-27,0.3706,1.4620%,限制大额申购,开放赎回,
2024-11-26,0.3695,1.4630%,限制大额申购,开放赎回,
2024-11-25,0.5973,1.4630%,限制大额申购,开放赎回,
2024-11-24,0.3572,1.3430%,限制大额申购,开放赎回,
2024-11-23,0.3603,1.3460%,限制大额申购,开放赎回,
2024-11-22,0.3619,1.3460%,限制大额申购,开放赎回,
2024-11-21,0.3672,1.3470%,限制大额申购,开放赎回,
2024-11-20,0.3712,1.3500%,限制大额申购,开放赎回,
2024-11-19,0.3698,1.3540%,限制大额申购,开放赎回,
2024-11-18,0.3715,1.3510%,限制大额申购,开放赎回,
2024-11-17,0.3615,1.3600%,限制大额申购,开放赎回,
2024-11-16,0.3615,1.3550%,限制大额申购,开放赎回,
2024-11-15,0.3627,1.3500%,限制大额申购,开放赎回,
2024-11-14,0.3745,1.3360%,限制大额申购,开放赎回,
2024-11-13,0.3772,1.5620%,限制大额申购,开放赎回,
2024-11-12,0.3656,1.5500%,限制大额申购,开放赎回,
2024-11-11,0.3879,1.5550%,限制大额申购,开放赎回,
2024-11-10,0.3515,1.5440%,限制大额申购,开放赎回,
2024-11-09,0.3515,1.5490%,限制大额申购,开放赎回,
2024-11-08,0.3374,1.5530%,限制大额申购,开放赎回,
2024-11-07,0.8014,1.5780%,限制大额申购,开放赎回,
2024-11-06,0.3546,1.3720%,限制大额申购,开放赎回,
2024-11-05,0.3752,1.3870%,限制大额申购,开放赎回,
2024-11-04,0.3677,1.5300%,限制大额申购,开放赎回,
2024-11-03,0.3599,1.5260%,限制大额申购,开放赎回,
2024-11-02,0.3599,1.5270%,限制大额申购,开放赎回,
2024-11-01,0.3843,1.5280%,限制大额申购,开放赎回,
2024-10-31,0.4123,1.5160%,限制大额申购,开放赎回,
2024-10-30,0.3833,1.4920%,限制大额申购,开放赎回,
2024-10-29,0.6443,1.4840%,限制大额申购,开放赎回,
2024-10-28,0.3599,1.3360%,限制大额申购,开放赎回,
2024-10-27,0.3623,1.3380%,限制大额申购,开放赎回,
2024-10-26,0.3623,1.3360%,限制大额申购,开放赎回,
2024-10-25,0.3616,1.3330%,限制大额申购,开放赎回,
2024-10-24,0.3662,1.3220%,限制大额申购,开放赎回,
2024-10-23,0.369,1.3150%,限制大额申购,开放赎回,
2024-10-22,0.3643,1.4680%,限制大额申购,开放赎回,
2024-10-21,0.3638,1.4840%,限制大额申购,开放赎回,
2024-10-20,0.3573,1.6840%,限制大额申购,开放赎回,
2024-10-19,0.3573,1.6610%,限制大额申购,开放赎回,
2024-10-18,0.3417,1.6380%,限制大额申购,开放赎回,
2024-10-17,0.3523,1.6220%,限制大额申购,开放赎回,
2024-10-16,0.6587,1.6030%,限制大额申购,开放赎回,
2024-10-15,0.3932,1.3780%,限制大额申购,开放赎回,
2024-10-14,0.7425,1.3600%,限制大额申购,开放赎回,
2024-10-13,0.3133,1.1470%,限制大额申购,开放赎回,
2024-10-12,0.3137,1.1610%,限制大额申购,开放赎回,
2024-10-11,0.3123,1.1740%,限制大额申购,开放赎回,
2024-10-10,0.3159,1.1880%,限制大额申购,开放赎回,
2024-10-09,0.2337,1.2000%,限制大额申购,开放赎回,
2024-10-08,0.3602,1.2550%,限制大额申购,开放赎回,
2024-10-07,0.3387,1.2440%,限制大额申购,开放赎回,
2024-10-06,0.3387,1.2090%,限制大额申购,开放赎回,
2024-10-05,0.3387,1.2300%,限制大额申购,开放赎回,
2024-10-04,0.3387,1.2510%,限制大额申购,开放赎回,
2024-10-03,0.3387,1.2630%,限制大额申购,开放赎回,
2024-10-02,0.3387,1.2820%,限制大额申购,开放赎回,
2024-10-01,0.3387,1.3550%,限制大额申购,开放赎回,
2024-09-30,0.2722,1.4080%,限制大额申购,开放赎回,
2024-09-29,0.3784,1.4700%,限制大额申购,开放赎回,
2024-09-28,0.3784,1.4560%,限制大额申购,开放赎回,
2024-09-27,0.3623,1.4410%,限制大额申购,开放赎回,
2024-09-26,0.3735,1.6870%,限制大额申购,开放赎回,
2024-09-25,0.4774,1.6590%,限制大额申购,开放赎回,
2024-09-24,0.4395,1.5980%,限制大额申购,开放赎回,
2024-09-23,0.39,1.5560%,限制大额申购,开放赎回,
2024-09-22,0.351,1.5390%,限制大额申购,开放赎回,
2024-09-21,0.351,1.5440%,限制大额申购,开放赎回,
2024-09-20,0.8252,1.5480%,限制大额申购,开放赎回,
2024-09-19,0.3221,1.2950%,限制大额申购,开放赎回,
2024-09-18,0.3617,1.3170%,限制大额申购,开放赎回,
2024-09-17,0.3594,1.3150%,限制大额申购,开放赎回,
2024-09-16,0.3594,1.3270%,限制大额申购,开放赎回,
2024-09-15,0.3594,1.3160%,限制大额申购,开放赎回,
2024-09-14,0.3594,1.3080%,限制大额申购,开放赎回,
2024-09-13,0.3467,1.3000%,限制大额申购,开放赎回,
2024-09-12,0.363,1.3090%,限制大额申购,开放赎回,
2024-09-11,0.3573,1.3040%,限制大额申购,开放赎回,
2024-09-10,0.3824,1.3010%,限制大额申购,开放赎回,
2024-09-09,0.3393,1.2770%,限制大额申购,开放赎回,
2024-09-08,0.344,1.3000%,限制大额申购,开放赎回,
2024-09-07,0.344,1.2970%,限制大额申购,开放赎回,
2024-09-06,0.3643,1.2940%,限制大额申购,开放赎回,
2024-09-05,0.3537,1.2980%,限制大额申购,开放赎回,
2024-09-04,0.3516,1.2730%,限制大额申购,开放赎回,
2024-09-03,0.337,1.3120%,限制大额申购,开放赎回,
2024-09-02,0.3816,1.2170%,限制大额申购,开放赎回,
2024-09-01,0.3385,2.0760%,限制大额申购,开放赎回,
2024-08-31,0.3385,2.0860%,限制大额申购,开放赎回,
2024-08-30,0.3719,2.0960%,限制大额申购,开放赎回,
2024-08-29,0.3069,2.0880%,限制大额申购,开放赎回,
2024-08-28,0.4259,2.1120%,限制大额申购,开放赎回,
2024-08-27,0.1565,2.0740%,限制大额申购,开放赎回,
2024-08-26,2.0033,2.1790%,限制大额申购,开放赎回,
2024-08-25,0.3572,1.3090%,限制大额申购,开放赎回,
2024-08-24,0.3572,1.3110%,限制大额申购,开放赎回,
2024-08-23,0.3569,1.3130%,限制大额申购,开放赎回,
2024-08-22,0.3523,1.3150%,限制大额申购,开放赎回,
2024-08-21,0.3536,1.3150%,限制大额申购,开放赎回,
2024-08-20,0.3538,1.3200%,限制大额申购,开放赎回,
2024-08-19,0.3625,1.3220%,限制大额申购,开放赎回,
2024-08-18,0.3616,1.3210%,限制大额申购,开放赎回,
2024-08-17,0.3616,1.3080%,限制大额申购,开放赎回,
2024-08-16,0.3605,1.2950%,限制大额申购,开放赎回,
2024-08-15,0.351,1.2970%,限制大额申购,开放赎回,
2024-08-14,0.3634,1.3690%,限制大额申购,开放赎回,
2024-08-13,0.359,1.3670%,限制大额申购,开放赎回,
2024-08-12,0.3601,1.4640%,限制大额申购,开放赎回,
2024-08-11,0.3372,1.4630%,限制大额申购,开放赎回,
2024-08-10,0.3372,1.4770%,限制大额申购,开放赎回,
2024-08-09,0.3639,1.4910%,限制大额申购,开放赎回,
2024-08-08,0.4862,1.4900%,限制大额申购,开放赎回,
2024-08-07,0.3601,1.4170%,限制大额申购,开放赎回,
2024-08-06,0.5424,1.4270%,限制大额申购,开放赎回,
2024-08-05,0.3584,1.3280%,限制大额申购,开放赎回,
2024-08-04,0.3638,1.3230%,限制大额申购,开放赎回,
2024-08-03,0.3638,1.3180%,限制大额申购,开放赎回,
2024-08-02,0.3621,1.3120%,限制大额申购,开放赎回,
2024-08-01,0.3486,1.3230%,限制大额申购,开放赎回,
2024-07-31,0.379,1.3250%,限制大额申购,开放赎回,
2024-07-30,0.3544,1.3380%,限制大额申购,开放赎回,
2024-07-29,0.3498,1.4340%,限制大额申购,开放赎回,
2024-07-28,0.3533,1.4360%,限制大额申购,开放赎回,
2024-07-27,0.3533,1.4330%,限制大额申购,开放赎回,
2024-07-26,0.3815,1.4290%,限制大额申购,开放赎回,
2024-07-25,0.3537,1.4100%,限制大额申购,开放赎回,
2024-07-24,0.4026,1.4060%,限制大额申购,开放赎回,
2024-07-23,0.5364,1.3750%,限制大额申购,开放赎回,
2024-07-22,0.3535,1.2700%,限制大额申购,开放赎回,
2024-07-21,0.3469,1.2900%,限制大额申购,开放赎回,
2024-07-20,0.3469,1.2830%,限制大额申购,开放赎回,
2024-07-19,0.346,1.2760%,限制大额申购,开放赎回,
2024-07-18,0.3452,1.3120%,限制大额申购,开放赎回,
2024-07-17,0.3434,1.4000%,限制大额申购,开放赎回,
2024-07-16,0.3389,1.4310%,限制大额申购,开放赎回,
2024-07-15,0.39,1.4520%,限制大额申购,开放赎回,
2024-07-14,0.3337,1.5200%,限制大额申购,开放赎回,
2024-07-13,0.3337,1.5420%,限制大额申购,开放赎回,
2024-07-12,0.4142,1.5640%,限制大额申购,开放赎回,
2024-07-11,0.5123,2.2920%,限制大额申购,开放赎回,
2024-07-10,0.4025,2.2190%,限制大额申购,开放赎回,
2024-07-09,0.3774,2.2080%,限制大额申购,开放赎回,
2024-07-08,0.5202,2.2030%,限制大额申购,开放赎回,
2024-07-07,0.3752,2.1270%,限制大额申购,开放赎回,
2024-07-06,0.3753,2.1340%,限制大额申购,开放赎回,
2024-07-05,1.7828,2.1400%,限制大额申购,开放赎回,
2024-07-04,0.3759,1.4010%,限制大额申购,开放赎回,
2024-07-03,0.3818,1.4660%,限制大额申购,开放赎回,
2024-07-02,0.3686,1.4750%,限制大额申购,开放赎回,
2024-07-01,0.3778,1.4760%,限制大额申购,开放赎回,
2024-06-30,0.3873,1.4690%,限制大额申购,开放赎回,
2024-06-29,0.3873,1.4590%,限制大额申购,开放赎回,
2024-06-28,0.3901,1.4490%,限制大额申购,开放赎回,
2024-06-27,0.4977,1.4560%,限制大额申购,开放赎回,
2024-06-26,0.3987,1.4250%,限制大额申购,开放赎回,
2024-06-25,0.372,1.4060%,限制大额申购,开放赎回,
2024-06-24,0.3632,1.4010%,限制大额申购,开放赎回,
2024-06-23,0.3683,1.4040%,限制大额申购,开放赎回,
2024-06-22,0.3683,1.4030%,限制大额申购,开放赎回,
2024-06-21,0.4032,1.4010%,限制大额申购,开放赎回,
2024-06-20,0.4392,1.3800%,限制大额申购,开放赎回,
2024-06-19,0.3638,1.3420%,限制大额申购,开放赎回,
2024-06-18,0.3627,1.3370%,限制大额申购,开放赎回,
2024-06-17,0.3693,1.4210%,限制大额申购,开放赎回,
2024-06-16,0.3649,1.4190%,限制大额申购,开放赎回,
2024-06-15,0.3649,1.4190%,限制大额申购,开放赎回,
2024-06-14,0.3633,1.4200%,限制大额申购,开放赎回,
2024-06-13,0.3668,1.4190%,限制大额申购,开放赎回,
2024-06-12,0.3561,1.4180%,限制大额申购,开放赎回,
2024-06-11,0.5215,1.4180%,限制大额申购,开放赎回,
2024-06-10,0.3652,1.3610%,限制大额申购,开放赎回,
2024-06-09,0.3652,1.3520%,限制大额申购,开放赎回,
2024-06-08,0.3652,1.3480%,限制大额申购,开放赎回,
2024-06-07,0.362,1.3430%,限制大额申购,开放赎回,
2024-06-06,0.3659,1.3600%,限制大额申购,开放赎回,
2024-06-05,0.3556,1.3470%,限制大额申购,开放赎回,
2024-06-04,0.413,1.3400%,限制大额申购,开放赎回,
2024-06-03,0.3493,1.2940%,限制大额申购,开放赎回,
2024-06-02,0.3566,1.2780%,限制大额申购,开放赎回,
2024-06-01,0.3566,1.2690%,限制大额申购,开放赎回,
2024-05-31,0.3932,1.2610%,限制大额申购,开放赎回,
2024-05-30,0.3427,1.2250%,限制大额申购,开放赎回,
2024-05-29,0.3409,1.2150%,限制大额申购,开放赎回,
2024-05-28,0.3264,1.2130%,限制大额申购,开放赎回,
2024-05-27,0.3187,1.3730%,限制大额申购,开放赎回,
2024-05-26,0.3408,1.5380%,限制大额申购,开放赎回,
2024-05-25,0.3408,1.5370%,限制大额申购,开放赎回,
2024-05-24,0.3249,1.5350%,限制大额申购,开放赎回,
2024-05-23,0.3239,1.5680%,限制大额申购,开放赎回,
2024-05-22,0.3364,1.5990%,限制大额申购,开放赎回,
2024-05-21,0.63,1.6570%,限制大额申购,开放赎回,
2024-05-20,0.6301,1.7900%,限制大额申购,开放赎回,
2024-05-19,0.3385,2.4450%,限制大额申购,开放赎回,
2024-05-18,0.3385,2.4710%,限制大额申购,开放赎回,
2024-05-17,0.3865,2.4980%,限制大额申购,开放赎回,
2024-05-16,0.3828,2.4830%,限制大额申购,开放赎回,
2024-05-15,0.4453,2.4930%,限制大额申购,开放赎回,
2024-05-14,0.8808,2.4600%,限制大额申购,开放赎回,
2024-05-13,1.8606,2.2030%,限制大额申购,开放赎回,
2024-05-12,0.3877,1.4200%,限制大额申购,开放赎回,
2024-05-11,0.3877,1.4340%,限制大额申购,开放赎回,
2024-05-10,0.3599,1.4480%,限制大额申购,开放赎回,
2024-05-09,0.3998,1.4770%,限制大额申购,开放赎回,
2024-05-08,0.3848,1.4850%,限制大额申购,开放赎回,
2024-05-07,0.398,1.5000%,限制大额申购,开放赎回,
2024-05-06,0.3863,1.5380%,限制大额申购,开放赎回,
2024-05-05,0.4143,1.5290%,限制大额申购,开放赎回,
2024-05-04,0.4143,1.5050%,限制大额申购,开放赎回,
2024-05-03,0.4143,1.4810%,限制大额申购,开放赎回,
2024-05-02,0.4143,1.4550%,限制大额申购,开放赎回,
2024-05-01,0.4143,1.4540%,限制大额申购,开放赎回,
2024-04-30,0.4697,1.5280%,限制大额申购,开放赎回,
2024-04-29,0.3696,1.4920%,限制大额申购,开放赎回,
2024-04-28,0.3689,1.7050%,限制大额申购,开放赎回,
2024-04-27,0.3689,1.7340%,限制大额申购,开放赎回,
2024-04-26,0.3649,1.7630%,限制大额申购,开放赎回,
2024-04-25,0.4114,1.7960%,限制大额申购,开放赎回,
2024-04-24,0.5551,1.7890%,限制大额申购,开放赎回,
2024-04-23,0.4024,1.7040%,限制大额申购,开放赎回,
2024-04-22,0.7715,1.7150%,限制大额申购,开放赎回,
2024-04-21,0.4231,1.5380%,限制大额申购,开放赎回,
2024-04-20,0.4231,1.5460%,限制大额申购,开放赎回,
2024-04-19,0.4278,1.5540%,限制大额申购,开放赎回,
2024-04-18,0.3982,2.0390%,限制大额申购,开放赎回,
2024-04-17,0.3939,2.0660%,限制大额申购,开放赎回,
2024-04-16,0.4236,2.0850%,限制大额申购,开放赎回,
2024-04-15,0.4384,2.0860%,限制大额申购,开放赎回,
2024-04-14,0.4375,2.0100%,限制大额申购,开放赎回,
2024-04-13,0.4375,2.2590%,限制大额申购,开放赎回,
2024-04-12,1.3425,2.2610%,限制大额申购,开放赎回,
2024-04-11,0.4489,1.7820%,限制大额申购,开放赎回,
2024-04-10,0.4289,1.7790%,限制大额申购,开放赎回,
2024-04-09,0.4252,1.7790%,限制大额申购,开放赎回,
2024-04-08,0.2971,1.7790%,限制大额申购,开放赎回,
2024-04-07,0.9043,1.8480%,限制大额申购,开放赎回,
2024-04-06,0.442,1.6550%,限制大额申购,开放赎回,
2024-04-05,0.442,1.7070%,限制大额申购,开放赎回,
2024-04-04,0.442,1.8290%,限制大额申购,开放赎回,
2024-04-03,0.4292,1.8330%,限制大额申购,开放赎回,
2024-04-02,0.4249,1.8490%,限制大额申购,开放赎回,
2024-04-01,0.4282,1.8600%,限制大额申购,开放赎回,
2024-03-31,0.5398,1.9360%,限制大额申购,开放赎回,
2024-03-30,0.5398,1.8850%,限制大额申购,开放赎回,
2024-03-29,0.672,1.8340%,限制大额申购,开放赎回,
2024-03-28,0.4499,1.7680%,限制大额申购,开放赎回,
2024-03-27,0.459,1.7800%,限制大额申购,开放赎回,
2024-03-26,0.4457,1.7400%,限制大额申购,开放赎回,
2024-03-25,0.5722,1.7210%,限制大额申购,开放赎回,
2024-03-24,0.4435,1.7740%,限制大额申购,开放赎回,
2024-03-23,0.4435,1.7180%,限制大额申购,开放赎回,
2024-03-22,0.548,1.6630%,限制大额申购,开放赎回,
2024-03-21,0.4714,1.5620%,限制大额申购,开放赎回,
2024-03-20,0.3834,1.5280%,限制大额申购,开放赎回,
2024-03-19,0.4104,2.0060%,限制大额申购,开放赎回,
2024-03-18,0.6723,2.5460%,限制大额申购,开放赎回,
2024-03-17,0.3387,2.3670%,限制大额申购,开放赎回,
2024-03-16,0.3387,2.4410%,限制大额申购,开放赎回,
2024-03-15,0.3584,2.5160%,限制大额申购,开放赎回,
2024-03-14,0.4066,2.5720%,限制大额申购,开放赎回,
2024-03-13,1.2849,2.6020%,限制大额申购,开放赎回,
2024-03-12,1.4228,2.0840%,限制大额申购,开放赎回,
2024-03-11,0.336,1.5930%,限制大额申购,开放赎回,
2024-03-10,0.4786,1.6770%,限制大额申购,开放赎回,
2024-03-09,0.4786,1.6700%,限制大额申购,开放赎回,
2024-03-08,0.4628,1.6640%,限制大额申购,开放赎回,
2024-03-07,0.4624,1.6810%,限制大额申购,开放赎回,
2024-03-06,0.3155,1.6900%,限制大额申购,开放赎回,
2024-03-05,0.4968,2.8440%,限制大额申购,开放赎回,
2024-03-04,0.494,2.8470%,限制大额申购,开放赎回,
2024-03-03,0.4664,2.8540%,限制大额申购,开放赎回,
2024-03-02,0.4664,2.8780%,限制大额申购,开放赎回,
2024-03-01,0.4965,2.9020%,限制大额申购,开放赎回,
2024-02-29,0.4791,2.9090%,限制大额申购,开放赎回,
2024-02-28,2.4795,2.9220%,限制大额申购,开放赎回,
2024-02-27,0.5023,1.8630%,限制大额申购,开放赎回,
2024-02-26,0.5072,1.8610%,限制大额申购,开放赎回,
2024-02-25,0.5111,1.8260%,限制大额申购,开放赎回,
2024-02-24,0.5111,1.8160%,限制大额申购,开放赎回,
2024-02-23,0.5102,1.8070%,限制大额申购,开放赎回,
2024-02-22,0.5024,1.7980%,限制大额申购,开放赎回,
2024-02-21,0.4954,1.7930%,限制大额申购,开放赎回,
2024-02-20,0.4995,1.7910%,限制大额申购,开放赎回,
2024-02-19,0.441,1.7880%,限制大额申购,开放赎回,
2024-02-18,0.4929,1.8150%,限制大额申购,开放赎回,
2024-02-17,0.4929,1.8150%,限制大额申购,开放赎回,
2024-02-16,0.4929,1.8160%,限制大额申购,开放赎回,
2024-02-15,0.4929,1.8160%,限制大额申购,开放赎回,
2024-02-14,0.4929,1.8200%,限制大额申购,开放赎回,
2024-02-13,0.493,2.0240%,限制大额申购,开放赎回,
2024-02-12,0.493,2.0410%,限制大额申购,开放赎回,
2024-02-11,0.493,2.5680%,限制大额申购,开放赎回,
2024-02-10,0.493,2.5950%,限制大额申购,开放赎回,
2024-02-09,0.493,2.6230%,限制大额申购,开放赎回,
2024-02-08,0.5017,2.6610%,限制大额申购,开放赎回,
2024-02-07,0.8762,2.6850%,限制大额申购,开放赎回,
2024-02-06,0.5247,2.5110%,限制大额申购,开放赎回,
2024-02-05,1.4812,2.6290%,限制大额申购,开放赎回,
2024-02-04,0.5445,2.0900%,限制大额申购,开放赎回,
2024-02-03,0.5445,2.0780%,限制大额申购,开放赎回,
2024-02-02,0.5635,2.0660%,限制大额申购,开放赎回,
2024-02-01,0.5475,2.0450%,限制大额申购,开放赎回,
2024-01-31,0.5513,2.0480%,限制大额申购,开放赎回,
2024-01-30,0.7446,2.0480%,限制大额申购,开放赎回,
2024-01-29,0.4708,1.9400%,限制大额申购,开放赎回,
2024-01-28,0.5223,1.9760%,限制大额申购,开放赎回,
2024-01-27,0.5223,1.9930%,限制大额申购,开放赎回,
2024-01-26,0.523,2.0090%,限制大额申购,开放赎回,
2024-01-25,0.5532,2.0250%,限制大额申购,开放赎回,
2024-01-24,0.5525,2.0320%,限制大额申购,开放赎回,
2024-01-23,0.5415,2.0470%,限制大额申购,开放赎回,
2024-01-22,0.538,2.0590%,限制大额申购,开放赎回,
2024-01-21,0.5535,2.0730%,限制大额申购,开放赎回,
2024-01-20,0.5535,2.0790%,限制大额申购,开放赎回,
2024-01-19,0.5533,2.0860%,限制大额申购,开放赎回,
2024-01-18,0.5666,2.0970%,限制大额申购,开放赎回,
2024-01-17,0.5792,2.1020%,限制大额申购,开放赎回,
2024-01-16,0.565,2.0970%,限制大额申购,开放赎回,
2024-01-15,0.5635,2.0940%,限制大额申购,开放赎回,
2024-01-14,0.5661,2.0960%,限制大额申购,开放赎回,
2024-01-13,0.5661,2.0850%,限制大额申购,开放赎回,
2024-01-12,0.5745,2.0730%,限制大额申购,开放赎回,
2024-01-11,0.575,2.0590%,限制大额申购,开放赎回,
2024-01-10,0.5699,2.0490%,限制大额申购,开放赎回,
2024-01-09,0.5598,2.0320%,限制大额申购,开放赎回,
2024-01-08,0.5675,2.0390%,限制大额申购,开放赎回,
2024-01-07,0.5442,2.0390%,限制大额申购,开放赎回,
2024-01-06,0.5443,2.0530%,限制大额申购,开放赎回,
2024-01-05,0.5484,2.0660%,限制大额申购,开放赎回,
2024-01-04,0.556,2.0900%,限制大额申购,开放赎回,
2024-01-03,0.5385,2.0640%,限制大额申购,开放赎回,
2024-01-02,0.5722,2.0840%,限制大额申购,开放赎回,
2024-01-01,0.5681,2.0670%,限制大额申购,开放赎回,
2023-12-31,0.5692,2.0660%,限制大额申购,开放赎回,
2023-12-30,0.5692,2.0550%,限制大额申购,开放赎回,
2023-12-29,0.5947,2.0440%,限制大额申购,开放赎回,
2023-12-28,0.5054,2.0200%,限制大额申购,开放赎回,
2023-12-27,0.5768,2.0680%,限制大额申购,开放赎回,
2023-12-26,0.5396,2.0560%,限制大额申购,开放赎回,
2023-12-25,0.5662,2.0520%,限制大额申购,开放赎回,
2023-12-24,0.5488,2.0610%,限制大额申购,开放赎回,
2023-12-23,0.5488,2.0760%,限制大额申购,开放赎回,
2023-12-22,0.55,2.0900%,限制大额申购,开放赎回,
2023-12-21,0.595,2.0970%,限制大额申购,开放赎回,
2023-12-20,0.5553,2.0770%,限制大额申购,开放赎回,
2023-12-19,0.5318,2.0620%,限制大额申购,开放赎回,
2023-12-18,0.5831,2.0590%,限制大额申购,开放赎回,
2023-12-17,0.5763,2.0430%,限制大额申购,开放赎回,
