净值日期,每万份收益,7日年化收益率（%）,申购状态,赎回状态,分红送配
2022-12-07,0.2165,0.9200%,开放申购,开放赎回,
2022-12-06,0.3059,0.9460%,开放申购,开放赎回,
2022-12-05,0.2982,0.9260%,开放申购,开放赎回,
2022-12-04,0.2161,0.9580%,开放申购,开放赎回,
2022-12-03,0.2161,0.9980%,开放申购,开放赎回,
2022-12-02,0.2468,1.0370%,开放申购,开放赎回,
2022-12-01,0.257,1.1460%,开放申购,开放赎回,
2022-11-30,0.2649,1.1300%,开放申购,开放赎回,
2022-11-29,0.2681,1.1090%,开放申购,开放赎回,
2022-11-28,0.3593,1.0840%,开放申购,开放赎回,
2022-11-27,0.2914,1.0160%,开放申购,开放赎回,
2022-11-26,0.2914,1.0230%,开放申购,开放赎回,
2022-11-25,0.4536,1.0300%,开放申购,开放赎回,
2022-11-24,0.2264,1.0410%,开放申购,开放赎回,
2022-11-23,0.2249,1.0850%,开放申购,开放赎回,
2022-11-22,0.2216,1.1250%,开放申购,开放赎回,
2022-11-21,0.2299,1.1630%,开放申购,开放赎回,
2022-11-20,0.3041,1.1970%,开放申购,开放赎回,
2022-11-19,0.3041,1.1920%,开放申购,开放赎回,
2022-11-18,0.475,1.1870%,开放申购,开放赎回,
2022-11-17,0.3105,1.1530%,开放申购,开放赎回,
2022-11-16,0.3008,1.1370%,开放申购,开放赎回,
2022-11-15,0.2926,1.1230%,开放申购,开放赎回,
2022-11-14,0.294,1.1080%,开放申购,开放赎回,
2022-11-13,0.2954,1.0930%,开放申购,开放赎回,
2022-11-12,0.2955,1.0770%,开放申购,开放赎回,
2022-11-11,0.41,1.0610%,开放申购,开放赎回,
2022-11-10,0.2807,0.9850%,开放申购,开放赎回,
2022-11-09,0.2728,1.1030%,开放申购,开放赎回,
2022-11-08,0.2656,1.0740%,开放申购,开放赎回,
2022-11-07,0.2642,1.0680%,开放申购,开放赎回,
2022-11-06,0.2653,1.0470%,开放申购,开放赎回,
2022-11-05,0.2653,1.0450%,开放申购,开放赎回,
2022-11-04,0.2653,1.0430%,开放申购,开放赎回,
2022-11-03,0.5049,1.2780%,开放申购,开放赎回,
2022-11-02,0.2183,1.1700%,开放申购,开放赎回,
2022-11-01,0.2546,1.2010%,开放申购,开放赎回,
2022-10-31,0.2243,1.2500%,开放申购,开放赎回,
2022-10-30,0.261,1.2630%,开放申购,开放赎回,
2022-10-29,0.261,1.2520%,开放申购,开放赎回,
2022-10-28,0.7109,1.2400%,开放申购,开放赎回,
2022-10-27,0.2999,1.0820%,开放申购,开放赎回,
2022-10-26,0.2782,1.0550%,开放申购,开放赎回,
2022-10-25,0.3467,1.0410%,开放申购,开放赎回,
2022-10-24,0.2499,1.1780%,开放申购,开放赎回,
2022-10-23,0.239,1.1770%,开放申购,开放赎回,
2022-10-22,0.239,1.1850%,开放申购,开放赎回,
2022-10-21,0.4121,1.1930%,开放申购,开放赎回,
2022-10-20,0.2478,1.1080%,开放申购,开放赎回,
2022-10-19,0.2507,1.1830%,开放申购,开放赎回,
2022-10-18,0.6068,1.2010%,开放申购,开放赎回,
2022-10-17,0.2484,1.0180%,开放申购,开放赎回,
2022-10-16,0.2541,1.0500%,开放申购,开放赎回,
2022-10-15,0.2541,1.0740%,开放申购,开放赎回,
2022-10-14,0.2516,1.0980%,开放申购,开放赎回,
2022-10-13,0.3895,1.1200%,开放申购,开放赎回,
2022-10-12,0.2858,1.0690%,开放申购,开放赎回,
2022-10-11,0.2587,1.0820%,开放申购,开放赎回,
2022-10-10,0.3101,1.1090%,开放申购,开放赎回,
2022-10-09,0.2997,1.1090%,开放申购,开放赎回,
2022-10-08,0.2997,1.1150%,开放申购,开放赎回,
2022-10-07,0.293,1.1210%,开放申购,开放赎回,
2022-10-06,0.293,1.1310%,开放申购,开放赎回,
2022-10-05,0.3097,1.1390%,开放申购,开放赎回,
2022-10-04,0.3098,1.1530%,开放申购,开放赎回,
2022-10-03,0.3098,1.1340%,开放申购,开放赎回,
2022-10-02,0.3114,1.1100%,开放申购,开放赎回,
2022-10-01,0.3114,1.0870%,开放申购,开放赎回,
2022-09-30,0.3125,1.0650%,限制大额申购,开放赎回,
2022-09-29,0.3077,1.0440%,限制大额申购,开放赎回,
2022-09-28,0.3362,1.0240%,开放申购,开放赎回,
2022-09-27,0.2736,1.0200%,开放申购,开放赎回,
2022-09-26,0.2637,1.0160%,开放申购,开放赎回,
2022-09-25,0.269,1.0140%,开放申购,开放赎回,
2022-09-24,0.269,1.0100%,开放申购,开放赎回,
2022-09-23,0.2731,1.0060%,开放申购,开放赎回,
2022-09-22,0.2689,0.9910%,开放申购,开放赎回,
2022-09-21,0.3298,0.9850%,开放申购,开放赎回,
2022-09-20,0.265,0.9480%,开放申购,开放赎回,
2022-09-19,0.2603,1.0660%,开放申购,开放赎回,
2022-09-18,0.2609,1.0630%,开放申购,开放赎回,
2022-09-17,0.2609,1.0600%,开放申购,开放赎回,
2022-09-16,0.2453,1.0600%,开放申购,开放赎回,
2022-09-15,0.2573,1.0720%,开放申购,开放赎回,
2022-09-14,0.2607,1.0730%,开放申购,开放赎回,
2022-09-13,0.4881,1.0710%,开放申购,开放赎回,
2022-09-12,0.2552,0.9500%,开放申购,开放赎回,
2022-09-11,0.2552,0.9810%,开放申购,开放赎回,
2022-09-10,0.2603,0.9470%,开放申购,开放赎回,
2022-09-09,0.2677,0.9110%,限制大额申购,开放赎回,
2022-09-08,0.2599,0.9110%,限制大额申购,开放赎回,
2022-09-07,0.2561,0.9730%,开放申购,开放赎回,
2022-09-06,0.2585,1.0050%,开放申购,开放赎回,
2022-09-05,0.3136,1.0630%,开放申购,开放赎回,
2022-09-04,0.1921,1.0200%,开放申购,开放赎回,
2022-09-03,0.1921,1.0500%,开放申购,开放赎回,
2022-09-02,0.2676,1.0810%,开放申购,开放赎回,
2022-09-01,0.3766,1.0880%,开放申购,开放赎回,
2022-08-31,0.317,1.0210%,开放申购,开放赎回,
2022-08-30,0.3691,0.9780%,开放申购,开放赎回,
2022-08-29,0.2311,0.9140%,开放申购,开放赎回,
2022-08-28,0.2506,0.9220%,开放申购,开放赎回,
2022-08-27,0.2506,0.9200%,开放申购,开放赎回,
2022-08-26,0.2799,0.9180%,开放申购,开放赎回,
2022-08-25,0.2507,0.9190%,开放申购,开放赎回,
2022-08-24,0.2354,0.9090%,开放申购,开放赎回,
2022-08-23,0.2459,0.9130%,开放申购,开放赎回,
2022-08-22,0.2461,0.9150%,开放申购,开放赎回,
2022-08-21,0.2476,0.9150%,开放申购,开放赎回,
2022-08-20,0.2476,0.9150%,开放申购,开放赎回,
2022-08-19,0.2805,0.9160%,开放申购,开放赎回,
2022-08-18,0.2323,0.9070%,开放申购,开放赎回,
2022-08-17,0.2432,0.9140%,开放申购,开放赎回,
2022-08-16,0.2498,0.9200%,开放申购,开放赎回,
2022-08-15,0.245,0.9200%,开放申购,开放赎回,
2022-08-14,0.2487,0.9240%,开放申购,开放赎回,
2022-08-13,0.2487,0.9290%,开放申购,开放赎回,
2022-08-12,0.2636,0.9330%,开放申购,开放赎回,
2022-08-11,0.2452,0.9300%,开放申购,开放赎回,
2022-08-10,0.2558,0.9760%,开放申购,开放赎回,
2022-08-09,0.2492,0.9880%,开放申购,开放赎回,
2022-08-08,0.2533,1.0040%,开放申购,开放赎回,
2022-08-07,0.257,1.0390%,开放申购,开放赎回,
2022-08-06,0.257,1.0750%,开放申购,开放赎回,
2022-08-05,0.2577,1.1110%,开放申购,开放赎回,
2022-08-04,0.3336,1.0930%,开放申购,开放赎回,
2022-08-03,0.2776,1.3270%,开放申购,开放赎回,
2022-08-02,0.2796,1.5160%,开放申购,开放赎回,
2022-08-01,0.3196,1.5250%,开放申购,开放赎回,
2022-07-31,0.3251,1.5170%,开放申购,开放赎回,
2022-07-30,0.3251,1.5030%,开放申购,开放赎回,
2022-07-29,0.225,1.4910%,开放申购,开放赎回,
2022-07-28,0.7761,1.6510%,开放申购,开放赎回,
2022-07-27,0.6345,1.4040%,开放申购,开放赎回,
2022-07-26,0.2975,1.2770%,开放申购,开放赎回,
2022-07-25,0.3043,1.2830%,开放申购,开放赎回,
2022-07-24,0.2979,1.2870%,开放申购,开放赎回,
2022-07-23,0.3039,1.2950%,开放申购,开放赎回,
2022-07-22,0.5271,1.2990%,开放申购,开放赎回,
2022-07-21,0.3083,1.1840%,开放申购,开放赎回,
2022-07-20,0.395,1.3220%,开放申购,开放赎回,
2022-07-19,0.3084,1.2700%,开放申购,开放赎回,
2022-07-18,0.3124,1.4020%,开放申购,开放赎回,
2022-07-17,0.3118,1.4050%,开放申购,开放赎回,
2022-07-16,0.3118,1.4090%,开放申购,开放赎回,
2022-07-15,0.3098,1.4130%,开放申购,开放赎回,
2022-07-14,0.5689,1.4730%,开放申购,开放赎回,
2022-07-13,0.2964,1.3370%,开放申购,开放赎回,
2022-07-12,0.5596,1.4180%,开放申购,开放赎回,
2022-07-11,0.3167,1.3730%,开放申购,开放赎回,
2022-07-10,0.3201,1.4220%,开放申购,开放赎回,
2022-07-09,0.3201,1.4750%,开放申购,开放赎回,
2022-07-08,0.4226,1.5270%,开放申购,开放赎回,
2022-07-07,0.3117,1.5240%,开放申购,开放赎回,
2022-07-06,0.4495,1.6020%,开放申购,开放赎回,
2022-07-05,0.4737,1.5590%,开放申购,开放赎回,
2022-07-04,0.4108,1.4960%,开放申购,开放赎回,
2022-07-03,0.4189,1.4660%,开放申购,开放赎回,
2022-07-02,0.4189,1.4260%,开放申购,开放赎回,
2022-07-01,0.4173,1.3870%,限制大额申购,开放赎回,
2022-06-30,0.4591,1.3990%,限制大额申购,开放赎回,
2022-06-29,0.3687,1.3360%,限制大额申购,开放赎回,
2022-06-28,0.355,1.4300%,限制大额申购,开放赎回,
2022-06-27,0.3526,1.4220%,限制大额申购,开放赎回,
2022-06-26,0.3447,1.5570%,限制大额申购,开放赎回,
2022-06-25,0.3447,1.5520%,限制大额申购,开放赎回,
2022-06-24,0.4388,1.5470%,限制大额申购,开放赎回,
2022-06-23,0.3414,1.4950%,限制大额申购,开放赎回,
2022-06-22,0.5463,1.4930%,限制大额申购,开放赎回,
2022-06-21,0.3392,1.3800%,限制大额申购,开放赎回,
2022-06-20,0.6073,1.7470%,限制大额申购,开放赎回,
2022-06-19,0.3357,1.6660%,限制大额申购,开放赎回,
2022-06-18,0.3357,1.6710%,限制大额申购,开放赎回,
2022-06-17,0.3413,1.6770%,限制大额申购,开放赎回,
2022-06-16,0.3366,1.6790%,限制大额申购,开放赎回,
2022-06-15,0.3333,1.6880%,限制大额申购,开放赎回,
2022-06-14,1.0314,1.6940%,限制大额申购,开放赎回,
2022-06-13,0.4542,1.3980%,限制大额申购,开放赎回,
2022-06-12,0.3461,1.5190%,限制大额申购,开放赎回,
2022-06-11,0.3461,1.5330%,限制大额申购,开放赎回,
2022-06-10,0.3464,1.5480%,限制大额申购,开放赎回,
2022-06-09,0.3527,1.5640%,限制大额申购,开放赎回,
2022-06-08,0.3444,1.6390%,限制大额申购,开放赎回,
2022-06-07,0.4727,1.6620%,限制大额申购,开放赎回,
2022-06-06,0.6826,1.6070%,限制大额申购,开放赎回,
2022-06-05,0.3732,1.4450%,限制大额申购,开放赎回,
2022-06-04,0.3732,1.4390%,限制大额申购,开放赎回,
2022-06-03,0.3766,1.4360%,限制大额申购,开放赎回,
2022-06-02,0.4955,1.6250%,限制大额申购,开放赎回,
2022-06-01,0.3872,1.6080%,限制大额申购,开放赎回,
2022-05-31,0.3696,1.5930%,限制大额申购,开放赎回,
2022-05-30,0.3754,1.5870%,限制大额申购,开放赎回,
2022-05-29,0.362,1.5950%,限制大额申购,开放赎回,
2022-05-28,0.369,1.5900%,限制大额申购,开放赎回,
2022-05-27,0.7331,1.5820%,限制大额申购,开放赎回,
2022-05-26,0.4622,1.3820%,限制大额申购,开放赎回,
2022-05-25,0.3589,1.3760%,限制大额申购,开放赎回,
2022-05-24,0.359,1.4750%,限制大额申购,开放赎回,
2022-05-23,0.39,1.4730%,限制大额申购,开放赎回,
2022-05-22,0.3533,1.4530%,限制大额申购,开放赎回,
2022-05-21,0.3533,1.4560%,限制大额申购,开放赎回,
2022-05-20,0.3562,1.4580%,限制大额申购,开放赎回,
2022-05-19,0.4512,1.6450%,限制大额申购,开放赎回,
2022-05-18,0.5458,1.6790%,限制大额申购,开放赎回,
2022-05-17,0.3553,1.5990%,限制大额申购,开放赎回,
2022-05-16,0.352,1.6120%,限制大额申购,开放赎回,
2022-05-15,0.3578,1.6200%,限制大额申购,开放赎回,
2022-05-14,0.3578,1.6050%,限制大额申购,开放赎回,
2022-05-13,0.7093,1.6080%,限制大额申购,开放赎回,
2022-05-12,0.5151,1.4100%,限制大额申购,开放赎回,
2022-05-11,0.3951,1.3460%,限制大额申购,开放赎回,
2022-05-10,0.3796,1.3480%,限制大额申购,开放赎回,
2022-05-09,0.3667,1.3590%,限制大额申购,开放赎回,
2022-05-08,0.3307,1.3770%,限制大额申购,开放赎回,
2022-05-07,0.3622,1.4140%,限制大额申购,开放赎回,
2022-05-06,0.3359,1.4340%,限制大额申购,开放赎回,
2022-05-05,0.3937,1.4660%,限制大额申购,开放赎回,
2022-05-04,0.4001,1.4480%,限制大额申购,开放赎回,
2022-05-03,0.4001,1.4500%,限制大额申购,开放赎回,
2022-05-02,0.4001,1.4530%,限制大额申购,开放赎回,
2022-05-01,0.4001,1.4410%,限制大额申购,开放赎回,
2022-04-30,0.4001,1.4310%,限制大额申购,开放赎回,
2022-04-29,0.3961,1.4210%,限制大额申购,开放赎回,
2022-04-28,0.3603,1.5360%,限制大额申购,开放赎回,
2022-04-27,0.4036,1.5450%,限制大额申购,开放赎回,
2022-04-26,0.4068,1.6460%,限制大额申购,开放赎回,
2022-04-25,0.3769,1.6370%,限制大额申购,开放赎回,
2022-04-24,0.3812,1.6450%,限制大额申购,开放赎回,
2022-04-23,0.3812,1.6520%,限制大额申购,开放赎回,
2022-04-22,0.6136,1.6590%,限制大额申购,开放赎回,
2022-04-21,0.378,1.6270%,限制大额申购,开放赎回,
2022-04-20,0.5929,1.7670%,限制大额申购,开放赎回,
2022-04-19,0.3904,1.6580%,限制大额申购,开放赎回,
2022-04-18,0.3912,1.7240%,限制大额申购,开放赎回,
2022-04-17,0.3947,1.8660%,限制大额申购,开放赎回,
2022-04-16,0.3947,1.8570%,限制大额申购,开放赎回,
2022-04-15,0.5527,1.8480%,限制大额申购,开放赎回,
2022-04-14,0.6434,1.7580%,限制大额申购,开放赎回,
2022-04-13,0.3874,1.6280%,限制大额申购,开放赎回,
2022-04-12,0.5145,1.6310%,限制大额申购,开放赎回,
2022-04-11,0.658,1.6040%,限制大额申购,开放赎回,
2022-04-10,0.3781,1.5010%,限制大额申购,开放赎回,
2022-04-09,0.3781,1.5460%,限制大额申购,开放赎回,
2022-04-08,0.3822,1.6630%,限制大额申购,开放赎回,
2022-04-07,0.3979,1.7070%,限制大额申购,开放赎回,
2022-04-06,0.3934,1.7430%,限制大额申购,开放赎回,
2022-04-05,0.4633,1.7850%,限制大额申购,开放赎回,
2022-04-04,0.4634,1.7920%,限制大额申购,开放赎回,
2022-04-03,0.4634,1.7930%,限制大额申购,开放赎回,
2022-04-02,0.5996,1.7770%,限制大额申购,开放赎回,
2022-04-01,0.4654,1.6880%,限制大额申购,开放赎回,
2022-03-31,0.4655,1.9150%,限制大额申购,开放赎回,
2022-03-30,0.4719,1.9080%,限制大额申购,开放赎回,
2022-03-29,0.4777,1.8870%,限制大额申购,开放赎回,
2022-03-28,0.4655,1.8630%,限制大额申购,开放赎回,
2022-03-27,0.4324,1.8490%,限制大额申购,开放赎回,
2022-03-26,0.4324,1.8480%,限制大额申购,开放赎回,
2022-03-25,0.8918,1.8460%,限制大额申购,开放赎回,
2022-03-24,0.4532,1.6020%,限制大额申购,开放赎回,
2022-03-23,0.4316,1.5940%,限制大额申购,开放赎回,
2022-03-22,0.4326,1.7410%,限制大额申购,开放赎回,
2022-03-21,0.4395,1.7900%,限制大额申购,开放赎回,
2022-03-20,0.4299,1.8310%,限制大额申购,开放赎回,
2022-03-19,0.43,1.8300%,限制大额申购,开放赎回,
2022-03-18,0.4313,1.8290%,限制大额申购,开放赎回,
2022-03-17,0.4378,2.0210%,限制大额申购,开放赎回,
2022-03-16,0.7088,2.0190%,限制大额申购,开放赎回,
2022-03-15,0.5262,1.9550%,限制大额申购,开放赎回,
2022-03-14,0.5157,1.9040%,限制大额申购,开放赎回,
2022-03-13,0.428,1.8520%,限制大额申购,开放赎回,
2022-03-12,0.428,1.8300%,限制大额申购,开放赎回,
2022-03-11,0.7921,1.8080%,限制大额申购,开放赎回,
2022-03-10,0.4344,1.6490%,限制大额申购,开放赎回,
2022-03-09,0.588,1.6740%,限制大额申购,开放赎回,
2022-03-08,0.4306,1.5810%,限制大额申购,开放赎回,
2022-03-07,0.4188,1.6550%,限制大额申购,开放赎回,
2022-03-06,0.3863,1.6400%,限制大额申购,开放赎回,
2022-03-05,0.3863,1.6570%,限制大额申购,开放赎回,
2022-03-04,0.4929,1.6740%,限制大额申购,开放赎回,
2022-03-03,0.4817,1.6600%,限制大额申购,开放赎回,
2022-03-02,0.4116,1.6890%,限制大额申购,开放赎回,
2022-03-01,0.5702,1.6980%,限制大额申购,开放赎回,
2022-02-28,0.3915,1.7710%,开放申购,开放赎回,
2022-02-27,0.4184,1.7660%,开放申购,开放赎回,
2022-02-26,0.4184,1.7610%,开放申购,开放赎回,
2022-02-25,0.4656,1.7560%,开放申购,开放赎回,
2022-02-24,0.5373,1.7310%,开放申购,开放赎回,
2022-02-23,0.4273,1.6940%,开放申购,开放赎回,
2022-02-22,0.708,1.8030%,开放申购,开放赎回,
2022-02-21,0.3817,1.7650%,开放申购,开放赎回,
2022-02-20,0.4096,1.8560%,开放申购,开放赎回,
2022-02-19,0.4096,1.8660%,开放申购,开放赎回,
2022-02-18,0.4178,1.8770%,开放申购,开放赎回,
2022-02-17,0.468,1.9270%,开放申购,开放赎回,
2022-02-16,0.6319,1.9080%,开放申购,开放赎回,
2022-02-15,0.6364,1.8130%,开放申购,开放赎回,
2022-02-14,0.5527,1.7770%,开放申购,开放赎回,
2022-02-13,0.4294,1.7270%,开放申购,开放赎回,
2022-02-12,0.4294,1.7400%,开放申购,开放赎回,
2022-02-11,0.5129,1.7540%,开放申购,开放赎回,
2022-02-10,0.4315,1.7230%,开放申购,开放赎回,
2022-02-09,0.4544,1.7360%,开放申购,开放赎回,
2022-02-08,0.5675,1.7390%,开放申购,开放赎回,
2022-02-07,0.4583,1.6850%,开放申购,开放赎回,
2022-02-06,0.4551,1.6890%,开放申购,开放赎回,
2022-02-05,0.4551,1.6950%,开放申购,开放赎回,
2022-02-04,0.4552,1.7000%,开放申购,开放赎回,
2022-02-03,0.4552,1.7610%,开放申购,开放赎回,
2022-02-02,0.4603,1.7990%,开放申购,开放赎回,
2022-02-01,0.4657,1.7870%,开放申购,开放赎回,
2022-01-31,0.4658,1.7690%,开放申购,开放赎回,
2022-01-30,0.4658,1.7540%,开放申购,开放赎回,
2022-01-29,0.4658,1.7410%,开放申购,开放赎回,
2022-01-28,0.5692,1.7270%,开放申购,开放赎回,
2022-01-27,0.5261,1.8140%,开放申购,开放赎回,
2022-01-26,0.4393,1.7400%,开放申购,开放赎回,
2022-01-25,0.431,1.7100%,开放申购,开放赎回,
2022-01-24,0.4376,1.7110%,开放申购,开放赎回,
2022-01-23,0.4407,1.7100%,开放申购,开放赎回,
2022-01-22,0.4407,1.7080%,开放申购,开放赎回,
2022-01-21,0.7325,1.7050%,开放申购,开放赎回,
2022-01-20,0.3857,1.5650%,开放申购,开放赎回,
2022-01-19,0.3841,1.7080%,开放申购,开放赎回,
2022-01-18,0.4322,1.7200%,开放申购,开放赎回,
2022-01-17,0.4359,1.7070%,开放申购,开放赎回,
2022-01-16,0.4362,1.7140%,开放申购,开放赎回,
2022-01-15,0.4363,1.6990%,开放申购,开放赎回,
2022-01-14,0.4685,1.6840%,开放申购,开放赎回,
2022-01-13,0.6541,1.6580%,开放申购,开放赎回,
2022-01-12,0.4071,1.5460%,开放申购,开放赎回,
2022-01-11,0.4073,1.5910%,开放申购,开放赎回,
2022-01-10,0.4491,1.6550%,开放申购,开放赎回,
2022-01-09,0.4088,1.6650%,开放申购,开放赎回,
2022-01-08,0.4088,1.6960%,开放申购,开放赎回,
2022-01-07,0.4182,1.7270%,开放申购,开放赎回,
2022-01-06,0.4429,1.7650%,开放申购,开放赎回,
2022-01-05,0.4926,1.9040%,开放申购,开放赎回,
2022-01-04,0.5285,1.9760%,开放申购,开放赎回,
2022-01-03,0.4673,1.9820%,开放申购,开放赎回,
2022-01-02,0.4673,1.9880%,开放申购,开放赎回,
2022-01-01,0.4673,1.9910%,开放申购,开放赎回,
2021-12-31,0.4896,1.9940%,开放申购,开放赎回,
2021-12-30,0.7056,1.9890%,开放申购,开放赎回,
2021-12-29,0.628,1.8690%,开放申购,开放赎回,
2021-12-28,0.5389,1.7890%,开放申购,开放赎回,
2021-12-27,0.4779,1.7560%,限制大额申购,开放赎回,
2021-12-26,0.473,1.7660%,限制大额申购,开放赎回,
2021-12-25,0.473,1.7640%,限制大额申购,开放赎回,
2021-12-24,0.4814,1.7630%,限制大额申购,开放赎回,
2021-12-23,0.4795,1.8930%,限制大额申购,开放赎回,
2021-12-22,0.4775,1.9750%,限制大额申购,开放赎回,
2021-12-21,0.4766,2.0100%,限制大额申购,开放赎回,
2021-12-20,0.4961,2.0360%,限制大额申购,开放赎回,
2021-12-19,0.47,2.2000%,限制大额申购,开放赎回,
2021-12-18,0.4701,2.1920%,限制大额申购,开放赎回,
2021-12-17,0.7272,2.1870%,限制大额申购,开放赎回,
2021-12-16,0.6336,2.0720%,限制大额申购,开放赎回,
2021-12-15,0.5432,1.9620%,限制大额申购,开放赎回,
2021-12-14,0.5248,1.9160%,限制大额申购,开放赎回,
2021-12-13,0.8052,1.8780%,限制大额申购,开放赎回,
2021-12-12,0.4537,2.2790%,限制大额申购,开放赎回,
2021-12-11,0.4619,2.2830%,限制大额申购,开放赎回,
2021-12-10,0.5108,2.2740%,限制大额申购,开放赎回,
2021-12-09,0.4266,2.2380%,限制大额申购,开放赎回,
2021-12-08,0.4575,2.2440%,限制大额申购,开放赎回,
2021-12-07,0.4532,2.3320%,限制大额申购,开放赎回,
2021-12-06,1.5572,2.3290%,限制大额申购,开放赎回,
2021-12-05,0.4625,1.7320%,限制大额申购,开放赎回,
2021-12-04,0.4445,1.7140%,限制大额申购,开放赎回,
2021-12-03,0.444,1.7060%,限制大额申购,开放赎回,
2021-12-02,0.4368,1.6880%,限制大额申购,开放赎回,
2021-12-01,0.6239,1.6760%,限制大额申购,开放赎回,
2021-11-30,0.4469,1.5950%,限制大额申购,开放赎回,
2021-11-29,0.4355,1.5860%,限制大额申购,开放赎回,
2021-11-28*,0.8566,1.5830%,限制大额申购,开放赎回,
2021-11-26,0.4113,1.5690%,限制大额申购,开放赎回,
2021-11-25,0.4133,1.5800%,限制大额申购,开放赎回,
2021-11-24,0.4713,1.6180%,限制大额申购,开放赎回,
2021-11-23,0.4289,1.6450%,限制大额申购,开放赎回,
2021-11-22,0.4317,1.6450%,限制大额申购,开放赎回,
2021-11-21*,0.8294,1.8340%,限制大额申购,开放赎回,
2021-11-19,0.4321,1.8360%,限制大额申购,开放赎回,
2021-11-18,0.484,1.8300%,限制大额申购,开放赎回,
2021-11-17,0.523,1.7630%,限制大额申购,开放赎回,
2021-11-16,0.4288,1.7190%,限制大额申购,开放赎回,
2021-11-15,0.7874,1.6810%,限制大额申购,开放赎回,
2021-11-14*,0.8337,1.5500%,限制大额申购,开放赎回,
2021-11-12,0.421,1.5520%,限制大额申购,开放赎回,
2021-11-11,0.3581,1.7360%,限制大额申购,开放赎回,
2021-11-10,0.4398,1.8170%,限制大额申购,开放赎回,
2021-11-09,0.3572,1.8070%,限制大额申购,开放赎回,
2021-11-08,0.5397,1.9460%,限制大额申购,开放赎回,
2021-11-07*,0.838,2.0010%,限制大额申购,开放赎回,
2021-11-05,0.7673,2.0480%,限制大额申购,开放赎回,
2021-11-04,0.5112,1.9950%,限制大额申购,开放赎回,
2021-11-03,0.4218,1.9820%,限制大额申购,开放赎回,
2021-11-02,0.6183,2.0060%,限制大额申购,开放赎回,
2021-11-01,0.6435,1.9170%,限制大额申购,开放赎回,
2021-10-31*,0.9253,1.8670%,限制大额申购,开放赎回,
2021-10-29,0.6692,1.8420%,限制大额申购,开放赎回,
2021-10-28,0.4851,1.7230%,限制大额申购,开放赎回,
2021-10-27,0.4675,1.7470%,限制大额申购,开放赎回,
2021-10-26,0.4508,1.7320%,限制大额申购,开放赎回,
2021-10-25,0.5496,1.7480%,限制大额申购,开放赎回,
2021-10-24*,0.8788,1.6940%,限制大额申购,开放赎回,
2021-10-22,0.4439,1.7030%,限制大额申购,开放赎回,
2021-10-21,0.5316,1.7060%,限制大额申购,开放赎回,
2021-10-20,0.4386,1.6820%,限制大额申购,开放赎回,
2021-10-19,0.4819,1.7010%,限制大额申购,开放赎回,
2021-10-18,0.4475,1.6780%,限制大额申购,开放赎回,
2021-10-17*,0.8946,1.7210%,限制大额申购,开放赎回,
2021-10-15,0.4496,1.7790%,限制大额申购,开放赎回,
2021-10-14,0.4868,1.8060%,限制大额申购,开放赎回,
2021-10-13,0.4739,1.8050%,限制大额申购,开放赎回,
2021-10-12,0.4395,1.8150%,限制大额申购,开放赎回,
2021-10-11,0.5289,1.8460%,限制大额申购,开放赎回,
2021-10-10*,1.0028,1.8300%,限制大额申购,开放赎回,
2021-10-08,0.5013,1.8310%,限制大额申购,开放赎回,
2021-10-07*,3.482,1.8320%,限制大额申购,开放赎回,
2021-09-30,0.3113,1.4380%,限制大额申购,开放赎回,
2021-09-29,0.0875,1.5150%,限制大额申购,开放赎回,
2021-09-28,0.5336,1.7120%,限制大额申购,开放赎回,
2021-09-27,0.4665,1.6730%,限制大额申购,开放赎回,
2021-09-26*,0.8945,1.6680%,限制大额申购,开放赎回,
2021-09-24,0.4453,1.6800%,限制大额申购,开放赎回,
2021-09-23,0.4574,1.7190%,限制大额申购,开放赎回,
2021-09-22,0.4593,1.7170%,限制大额申购,开放赎回,
2021-09-21*,1.8335,1.7090%,限制大额申购,开放赎回,
2021-09-17,0.5184,1.7000%,限制大额申购,开放赎回,
2021-09-16,0.4543,1.7650%,限制大额申购,开放赎回,
2021-09-15,0.4445,1.7670%,限制大额申购,开放赎回,
2021-09-14,0.4475,1.7640%,限制大额申购,开放赎回,
2021-09-13,0.4763,1.7640%,限制大额申购,开放赎回,
2021-09-12*,0.8924,1.7460%,限制大额申购,开放赎回,
2021-09-10,0.6413,1.7420%,限制大额申购,开放赎回,
2021-09-09,0.4569,1.6390%,限制大额申购,开放赎回,
2021-09-08,0.44,1.6460%,限制大额申购,开放赎回,
2021-09-07,0.4475,1.6610%,限制大额申购,开放赎回,
2021-09-06,0.4421,1.6700%,限制大额申购,开放赎回,
2021-09-05*,0.8849,1.6600%,限制大额申购,开放赎回,
2021-09-03,0.447,1.6700%,限制大额申购,开放赎回,
2021-09-02,0.4688,1.6660%,限制大额申购,开放赎回,
2021-09-01,0.4699,1.6520%,限制大额申购,开放赎回,
2021-08-31,0.4627,1.6430%,限制大额申购,开放赎回,
2021-08-30,0.4238,1.6630%,限制大额申购,开放赎回,
2021-08-29*,0.9048,1.6710%,限制大额申购,开放赎回,
2021-08-27,0.4396,1.6580%,限制大额申购,开放赎回,
2021-08-26,0.4414,1.7110%,限制大额申购,开放赎回,
2021-08-25,0.4529,1.7110%,限制大额申购,开放赎回,
2021-08-24,0.5003,1.7090%,限制大额申购,开放赎回,
